ID,Vulnerability,Package,Version Range,Platform,Date,score,CWE,CVE,published,disclosed,credit
SNYK-JS-ESLINTLOGGER-13561260,Malicious Package,eslint-logger,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-ESLINTDETECTOR-13561259,Malicious Package,eslint-detector,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-ERRORLOGGERJS-13561258,Malicious Package,error-loggerjs,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-ERRORANALYSIS-13561257,Malicious Package,error-analysis,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-EPXRESSO-13561256,Malicious Package,epxresso,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-EPXRESO-13561255,Malicious Package,epxreso,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-EMITTERYUP-13561254,Malicious Package,emittery-up,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-DOTEVN-13561253,Malicious Package,dotevn,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-DISPLAYNOTIFICATIONS-13561252,Malicious Package,display-notifications,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-DDOKESCAPES-13561251,Malicious Package,ddok-escapes,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-CORSVALIDATOR-13561250,Malicious Package,cors-validator,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-COOKIESLOGGER-13561249,Malicious Package,cookies-logger,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-COOKIEPARSING-13561248,Malicious Package,cookie-parsing,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-COOKIELOGGERS-13561247,Malicious Package,cookie-loggers,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-COMMONLOGIFY-13561246,Malicious Package,common-logify,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-COMMONJSSUPPORT-13561245,Malicious Package,common-js-support,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-COLORFULBUTTONS-13561244,Malicious Package,colorful-buttons,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-CHECKINGIP-13561243,Malicious Package,checking-ip,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-CASESENSITIVEPATHS-13561242,Malicious Package,case-sensitive-paths,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-BOBYPARSER-13561241,Malicious Package,boby_parser,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-BINGOLOG-13561240,Malicious Package,bingo-log,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-ALCHMEYSDK-13561239,Malicious Package,alchmey-sdk,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Kirill Boychenko
SNYK-JS-PINOLOGGING-13560211,Malicious Package,pino-logging,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Unknown
SNYK-JS-TAILWINDUTILX-13559249,Malicious Package,tailwind-utilx,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,16 Oct 2025,Unknown
SNYK-JS-DEBUGMJ-13558028,Malicious Package,debug-mj,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-DEBUGMJV3-13558025,Malicious Package,debug-mj-v3,['*'],npm,16 Oct 2025,9.3,CWE-506,,16 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-PLAYWRIGHTCORE-13553173,Improper Verification of Cryptographic Signature,playwright-core,['>=1.0.0 <1.55.1'],npm,15 Oct 2025,6.0,CWE-347,CVE-2025-59288,15 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-PACKAGEF-13554406,Malicious Package,package-f,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-ESLINTPLUGINCUSTOMMSALW-13554405,Malicious Package,eslint-plugin-custom-msal-w,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-BATCHWTESTCOMMONCONFIG-13554404,Malicious Package,batchw-test-common-config,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-VITEPLUGINPARSEFLOW-13554354,Malicious Package,vite-plugin-parseflow,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-PARSE-13551630,Prototype Pollution,parse,['<7.0.0-alpha.1'],npm,15 Oct 2025,8.5,CWE-1321,CVE-2025-62374,15 Oct 2025,14 Oct 2025,Antoine Cormouls
SNYK-JS-MAILGEN-13552209,Cross-site Scripting (XSS),mailgen,['<2.0.31'],npm,15 Oct 2025,2.3,CWE-79,CVE-2025-62366,15 Oct 2025,14 Oct 2025,Edoardo Ottavianelli
SNYK-JS-DEFICONNECTINTERNALUTILS-13551758,Malicious Package,deficonnect-internal-utils,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-CURVEUIKITSECURITYNOTICE-13551757,Malicious Package,curve-ui-kit-security-notice,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-CRYPTOCOMPRIVATEAPI-13551756,Malicious Package,cryptocom-private-api,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-CRYPTOCOMCORPTOOLS-13551755,Malicious Package,cryptocom-corp-tools,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-SUMMERFIESLINTCONFIGSECURITYNOTICE-13551754,Malicious Package,summerfi-eslint-config-security-notice,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-SYNTHETIXIODEPSSECURITYNOTICE-13551753,Malicious Package,synthetixio-deps-security-notice,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-CRYPTOCOMINTERNALAUTH-13551752,Malicious Package,cryptocom-internal-auth,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-SUMMERFITYPESCRIPTCONFIGSECURITYNOTICE-13551751,Malicious Package,summerfi-typescript-config-security-notice,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-DEFICONNECTPRIVATESDK-13551750,Malicious Package,deficonnect-private-sdk,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-SCOUTHUS921-13551042,Malicious Package,scouthus921,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-YAJUSENPAI-13551041,Malicious Package,yajusenpai,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-CSVPARSINGXYZ-13551040,Malicious Package,csv-parsing-xyz,['*'],npm,15 Oct 2025,9.3,CWE-506,,15 Oct 2025,15 Oct 2025,Unknown
SNYK-JS-COMMANDKIT-13543887,Use of Incorrectly-Resolved Name or Reference,commandkit,['>=1.2.0-rc.1 <1.2.0-rc.12'],npm,14 Oct 2025,5.8,CWE-706,CVE-2025-62378,14 Oct 2025,13 Oct 2025,Avraj
SNYK-JS-INTERNALGREETERUTILS-13541637,Malicious Package,internal-greeter-utils,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-KMFCOOKIECATCHER-13541636,Malicious Package,kmf-cookiecatcher,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-MYUNIQUEPACKAGEHERE-13541635,Malicious Package,my-unique-package-here,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-IMOUWEBFRONTBASICALG-13541634,Malicious Package,@imou/web-front-basic-alg,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-ANALYTICSDATACOLLECTIONFE-13541633,Malicious Package,analytics-data-collection-fe,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-AKDUMP-13541632,Malicious Package,akdump,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-PRIVATECALLOUTQUEUE-13541631,Malicious Package,private-callout-queue,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-PRIVATECALLOUTS-13541630,Malicious Package,private-callouts,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-AKASEARCH-13541629,Malicious Package,akasearch,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-OPTIONALNATIVEMODULEXYZ-13541628,Malicious Package,optional-native-module-xyz,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-COMPANYLOGO-13541627,Malicious Package,company-logo,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-COMPANYREQUESTACCESS-13541626,Malicious Package,company-request-access,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-COMPANYOVERVIEW-13541625,Malicious Package,company-overview,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-COMPANYACCESSPENDING-13541624,Malicious Package,company-access-pending,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,14 Oct 2025,Unknown
SNYK-JS-GRAPHORBIT-13541494,Malicious Package,graphorbit,['*'],npm,14 Oct 2025,9.3,CWE-506,,14 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-FLOWISE-13539510,Directory Traversal,flowise,['<3.0.8'],npm,13 Oct 2025,6.5,CWE-22,CVE-2025-61913,13 Oct 2025,9 Oct 2025,XlabAITeam
SNYK-JS-FLOWISECOMPONENTS-13539509,Directory Traversal,flowise-components,['<3.0.8'],npm,13 Oct 2025,6.5,CWE-22,CVE-2025-61913,13 Oct 2025,9 Oct 2025,XlabAITeam
SNYK-JS-BETTERAUTH-13537497,Missing Authentication for Critical Function,better-auth,['>=1.2.0-beta.18 <1.3.26'],npm,13 Oct 2025,9.3,CWE-306,CVE-2025-61928,13 Oct 2025,9 Oct 2025,etiennelunetta
SNYK-JS-SCRDATABASE-13537463,Malicious Package,scr-database,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-SIMPLEAPPTHEME-13537462,Malicious Package,simple-app-theme,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-INTERNALLIBV838-13537461,Malicious Package,internallib_v838,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-SCRFILETHEME-13537460,Malicious Package,scr-file-theme,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-INTERNALLIBV730TESTE-13537459,Malicious Package,internallib_v730-teste,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-INTERNALLIBV14-13537458,Malicious Package,internallib_v14,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-INTERNALLIBV190-13537457,Malicious Package,internallib_v190,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-SCRCLOUDPROJECT-13537456,Malicious Package,scr-cloud-project,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-ESLINTCONFIGJEST-13537455,Malicious Package,eslint-config-jest,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-SIMPLESCRAPP-13537454,Malicious Package,simple-scr-app,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-PROJECTSERUM-13537453,Malicious Package,project-serum,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-SCRWEBPRODUCTION-13537452,Malicious Package,scr-web-production,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-SCRNOTIFICATIONSYSTEM-13537451,Malicious Package,scr-notification-system,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-SCRTHEMEPRODUCTION-13537450,Malicious Package,scr-theme-production,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-INTERNALLIBV600-13537449,Malicious Package,internallib_v600,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-WEBPACKLOADCSSBRANCH-13537448,Malicious Package,webpack-load-css-branch,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-INTERNALLIBV125-13537447,Malicious Package,internallib_v125,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-STYLELINTCONFIGTWBSAPPLESTRAP-13537446,Malicious Package,stylelint-config-twbs-applestrap,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-MAD421228-13537445,Malicious Package,mad-4.2.1.2.2.8,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-MAD122228-13537444,Malicious Package,mad-1.2.2.2.2.8,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-MAD126228-13537443,Malicious Package,mad-1.2.6.2.2.8,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-MAD821228-13537442,Malicious Package,mad-8.2.1.2.2.8,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-MAD125228-13537441,Malicious Package,mad-1.2.5.2.2.8,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-MAD321228-13537440,Malicious Package,mad-3.2.1.2.2.8,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-MAD128228-13537439,Malicious Package,mad-1.2.8.2.2.8,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-MAD124228-13537438,Malicious Package,mad-1.2.4.2.2.8,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-MAD127228-13537437,Malicious Package,mad-1.2.7.2.2.8,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-MAD123228-13537436,Malicious Package,mad-1.2.3.2.2.8,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,13 Oct 2025,Unknown
SNYK-JS-REACTTEDITER-13537435,Malicious Package,react-tediter,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,12 Oct 2025,Unknown
SNYK-JS-PRETTYFORMATSETTING-13537434,Malicious Package,pretty-format-setting,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,12 Oct 2025,Unknown
SNYK-JS-VITEBABELPLUGINES6PROMISE-13537433,Malicious Package,vite-babel-plugin-es6-promise,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,12 Oct 2025,Unknown
SNYK-JS-REACTUITOAST-13537432,Malicious Package,react-ui-toast,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,12 Oct 2025,Unknown
SNYK-JS-NODELOGLITE-13537431,Malicious Package,nodelog-lite,['*'],npm,13 Oct 2025,9.3,CWE-506,,13 Oct 2025,12 Oct 2025,Unknown
SNYK-JS-ASTROJSNODE-13535086,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),@astrojs/node,['<9.4.5'],npm,12 Oct 2025,6.9,CWE-470,CVE-2025-61925,12 Oct 2025,10 Oct 2025,Chris Graham
SNYK-JS-ASTRO-13535085,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),astro,['<5.14.3'],npm,12 Oct 2025,6.9,CWE-470,CVE-2025-61925,12 Oct 2025,10 Oct 2025,Chris Graham
SNYK-JS-WONDERWHYERDESKTOPCOMMANDER-13535096,Command Injection,@wonderwhy-er/desktop-commander,['*'],npm,12 Oct 2025,5.3,CWE-78,CVE-2025-11491,12 Oct 2025,8 Oct 2025,Crem
SNYK-JS-WONDERWHYERDESKTOPCOMMANDER-13535095,Command Injection,@wonderwhy-er/desktop-commander,['*'],npm,12 Oct 2025,5.3,CWE-78,CVE-2025-11490,12 Oct 2025,8 Oct 2025,Crem
SNYK-JS-WONDERWHYERDESKTOPCOMMANDER-13535094,UNIX Symbolic Link (Symlink) Following,@wonderwhy-er/desktop-commander,['*'],npm,12 Oct 2025,2.0,CWE-61,CVE-2025-11489,12 Oct 2025,8 Oct 2025,Crem
SNYK-JS-HAPPYDOMSERVERRENDERER-13535084,Arbitrary Code Injection,@happy-dom/server-renderer,['<20.0.0'],npm,12 Oct 2025,9.0,CWE-94,CVE-2025-61927,12 Oct 2025,10 Oct 2025,Mas0nShi
SNYK-JS-HAPPYDOM-13535083,Arbitrary Code Injection,happy-dom,['<20.0.0'],npm,12 Oct 2025,9.0,CWE-94,CVE-2025-61927,12 Oct 2025,10 Oct 2025,Mas0nShi
SNYK-JS-REACTTOASTUI-13525055,Malicious Package,react-toast-ui,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-VITEPLUGINVUELAYOUT-13525027,Malicious Package,vite-plugin-vue-layout,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-N8NNODESBASE-13524401,Command Injection,n8n-nodes-base,['>=0.1.0'],npm,10 Oct 2025,8.7,CWE-78,,10 Oct 2025,9 Oct 2025,Unknown
SNYK-JS-N8N-13524400,Command Injection,n8n,['>=0.0.1'],npm,10 Oct 2025,8.7,CWE-78,,10 Oct 2025,9 Oct 2025,Unknown
SNYK-JS-VITEPLUGINPARSE-13520925,Malicious Package,vite-plugin-parse,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-MONGODBORN-13520924,Malicious Package,mongodb-orn,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-LOVABLETS-13520923,Malicious Package,lovable-ts,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-TAILWINDSTYLECOMPONENTS-13520922,Malicious Package,tailwind-style-components,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-QRCODEPRETTYREACT-13520921,Malicious Package,qrcode-pretty-react,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-TAILWINDCSSREMOTION-13520920,Malicious Package,tailwindcss-remotion,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-MATRIXCHARTS-13520919,Malicious Package,matrix-charts,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-SIMPLEICONMAKER-13520918,Malicious Package,simple-icon-maker,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-TAILWINDCSSANIMATEXS-13520917,Malicious Package,tailwindcss-animatexs,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-LOG4ACTION-13520916,Malicious Package,log4action,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-WEBPACKCSSBRANCHLOADER-13520915,Malicious Package,webpack-css-branch-loader,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-VITEPLUGINES6BABEL-13520914,Malicious Package,vite-plugin-es6-babel,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-FLOWISE-13507291,Arbitrary File Upload,flowise,['<3.0.8'],npm,10 Oct 2025,7.2,CWE-434,CVE-2025-61687,10 Oct 2025,8 Oct 2025,Kim SooHyun
SNYK-JS-FLOWISEUI-13507290,Arbitrary File Upload,flowise-ui,['<3.0.8'],npm,10 Oct 2025,7.2,CWE-434,CVE-2025-61687,10 Oct 2025,8 Oct 2025,Kim SooHyun
SNYK-JS-FLIGHTSUIT-13512482,Malicious Package,flight-suit,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-AVIATRIXDEVFLIGHTSUIT-13512481,Malicious Package,@aviatrixdev/flight-suit,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-AVIATRIXDEVFLIGHTSUIT-13512480,Malicious Package,@aviatrixdev/flight-suit,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-SHAKTIPLATFORM-13512479,Malicious Package,shakti-platform,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-REACTICONSLOADER-13512478,Malicious Package,react-icons-loader,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-ESLINTJSCONFIG-13512477,Malicious Package,eslint-js-config,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-EVOTECHBACKOFFICETESTAPI-13512476,Malicious Package,@evo-tech/backoffice-test-api,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-PCXMGASKETSINGLESPA-13512475,Malicious Package,@pcxm/gasket-single-spa,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-KNNFISOPROPERTIESKN1-13512474,Malicious Package,kn-nf-iso-properties-kn1,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-PINONODE-13512473,Malicious Package,pino-node,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-NFISOPROPERTIES-13512472,Malicious Package,nf-iso-properties,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-FRONTENDLAYOUT-13512471,Malicious Package,frontend-layout,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-CXLOGGERLIBRARY-13512470,Malicious Package,cx-logger-library,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-CBTGSSWITCHERLIBRARY-13512469,Malicious Package,cbt-gs-switcher-library,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-FRONTENDPREVENTOPENREDIRECT-13512468,Malicious Package,frontend-prevent-open-redirect,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-DTFRONTENDUTILS-13512467,Malicious Package,dt-frontend-utils,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-MSHOPSWEBMETRICSCOMPONENTS-13512466,Malicious Package,mshops-web-metrics-components,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-FRONTENDGOOGLETAGMANAGER-13512465,Malicious Package,frontend-google-tag-manager,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-BUYINGFLOWCORENAVWEB-13512464,Malicious Package,buyingflow-core-nav-web,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-TWWEBKITUNIVERSAL-13512463,Malicious Package,tw-webkit-universal,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-ADVERTISINGCHARTS-13512462,Malicious Package,advertising-charts,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-FRONTENDPHOTOSWIPE-13512461,Malicious Package,frontend-photoswipe,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-SPWEBUTILSLIB-13512460,Malicious Package,sp-web-utils-lib,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
SNYK-JS-MP3WEBLIB-13512459,Malicious Package,mp3-web-lib,['*'],npm,10 Oct 2025,9.3,CWE-506,,10 Oct 2025,10 Oct 2025,Unknown
