ID,SOURCE,REVIEWED,PUBLISH_DATE,CWE_IDS,ALIASES,SUMMARY,SEVERITY,ECOSYSTEM,PACKAGE_NAME,VERSION_RANGE,REFERENCES
GHSA-w6j6-w6jx-vf2r,Github,True,2024-08-08T18:31:20Z,"['CWE-20', 'CWE-79']",['CVE-2024-7394'],Concrete CMS Stored XSS in getAttributeSetName,LOW,Packagist,concrete5/concrete5,"['0', '']['', '']","[{'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-7394'}, {'type': 'WEB', 'url': 'https://github.com/concretecms/concretecms/pull/12166'}, {'type': 'WEB', 'url': 'https://github.com/concretecms/concretecms/commit/3a5974e94892c43388c3529e57a140bf2967c734'}, {'type': 'WEB', 'url': 'https://github.com/concretecms/concretecms/commit/c08d9671cec4e7afdabb547339c4bc0bed8eab06'}, {'type': 'WEB', 'url': 'https://github.com/concretecms/concretecms/commit/e7e0eb95a0c4d0875c3712e33f495be76578cd5a'}, {'type': 'WEB', 'url': 'https://documentation.concretecms.org/9-x/developers/introduction/version-history/933-release-notes?pk_vid=e367a434ef4830491723055753d52041'}, {'type': 'WEB', 'url': 'https://documentation.concretecms.org/developers/introduction/version-history/8518-release-notes?pk_vid=e367a434ef4830491723055758d52041'}, {'type': 'PACKAGE', 'url': 'https://github.com/concretecms/concretecms'}]"
