ID,Package,CWE,CVE,Date,Disclosed_Date,Platform,Version Range,GitHub URL,Source
GHSA-2cx9-54hp-r698,apache-superset,CWE-209,CVE-2024-53948,9 Dec 2024,,PyPI,"[0,4.1.0)",https://github.com/apache/superset,Git
GHSA-2ff4-xfpr-m32r,hd-wallet,,,18 Dec 2024,,Crates,"[0,0.6.0)[0,0.4.1]",https://github.com/LFDT-Lockness/hd-wallet,Git
GHSA-2rxc-gjrp-vjhx,anstream,,,4 Dec 2024,,Crates,"[0,0.6.8)",,Git
GHSA-2x65-fpch-2fcm,simplesamlphp/xml-common,CWE-611,CVE-2024-52596,2 Dec 2024,,Composer,"[0,1.20.0)",https://github.com/simplesamlphp/xml-common,Git
GHSA-27vq-hv74-7cqp,surrealdb,CWE-732,,16 Dec 2024,,Crates,"[2.0.0,2.1.4)[2.0.0,2.1.4)",https://github.com/surrealdb/surrealdb,Git
GHSA-x8jh-xj3x-gx3c,fast-float,,,12 Nov 2024,,Crates,"[0,0.2.0]",https://github.com/aldanor/fast-float-rust,Git
GHSA-wmm6-pgp8-29hg,System.Formats.Nrbf,CWE-409,,12 Nov 2024,,NuGet,"[0,9.0.0)",,Git
GHSA-wpvf-5mc3-hv6m,com.querydsl:querydsl-jpa,CWE-89,,20 Nov 2024,,Maven,"[0,5.1.0][0,5.1.0][0,6.8][0,6.8]",https://github.com/querydsl/querydsl,Git
GHSA-rm66-9gh4-4gp8,cggmp21,CWE-327,,12 Nov 2024,,Crates,"[0,0.4.0)",https://github.com/LFDT-Lockness/cggmp21,Git
GHSA-rmxg-6qqf-x8mr,geonode,CWE-918,CVE-2023-40017,21 Nov 2024,,PyPI,"[3.2.0,4.2.0)",https://github.com/GeoNode/geonode,Git
GHSA-rp9h-rf7g-hwgr,s2n-tls,,,14 Nov 2024,,Crates,"[0,0.3.7)",https://github.com/aws/s2n-tls,Git
GHSA-rqc4-2hc7-8c8v,virtualenv,CWE-77,CVE-2024-53899,24 Nov 2024,,PyPI,"[0,20.26.6)",https://github.com/pypa/virtualenv,Git
GHSA-v5h2-q2w4-gpcx,sentry,CWE-209,CVE-2024-53253,22 Nov 2024,,PyPI,"[24.11.0,24.11.1)[24.11.0]",https://github.com/getsentry/sentry,Git
GHSA-qm92-93fv-vh7m,@oakserver/oak,CWE-22,CVE-2024-49770,1 Nov 2024,,NPM,"[0,14.1.0]",https://github.com/oakserver/oak,Git
GHSA-r4pg-vg54-wxx4,github.com/cert-manager/cert-manager,,,20 Nov 2024,,Go,"[0,1.12.14)[1.13.0-alpha.0,1.15.4)[1.16.0-alpha.0,1.16.2)",https://github.com/cert-manager/cert-manager,Git
GHSA-pqhp-25j4-6hq9,smol-toml,CWE-674,,22 Nov 2024,,NPM,"[0,1.3.1)",https://github.com/squirrelchat/smol-toml,Git
GHSA-pqpw-89w5-82v5,simd-json-derive,,,12 Nov 2024,,Crates,"[0,0.12.0)",https://github.com/simd-lite/simd-json-derive,Git
GHSA-q297-5ff8-hc92,org.fitnesse:fitnesse,CWE-22,CVE-2024-42499,15 Nov 2024,,Maven,"[0,20241026)",https://github.com/unclebob/fitnesse,Git
GHSA-q59j-vv4j-v33c,github.com/moby/moby,CWE-476,CVE-2024-36620,29 Nov 2024,,Go,"[25.0.0,26.1.0)",https://github.com/moby/moby,Git
GHSA-qg5g-gv98-5ffh,rustls,,,25 Nov 2024,,Crates,"[0.23.13,0.23.18)",https://github.com/rustls/rustls,Git
GHSA-p7mv-53f2-4cwj,github.com/cometbft/cometbft,CWE-129,,6 Nov 2024,,Go,"[0.38.0,0.38.15)",https://github.com/cometbft/cometbft,Git
GHSA-pcx7-8hxg-j823,org.keycloak:keycloak-quarkus-server,CWE-444,,25 Nov 2024,,Maven,"[0,24.0.9)[25.0.0,26.0.6)",,Git
GHSA-pg82-9w35-3w3r,org.fitnesse:fitnesse,CWE-79,CVE-2024-39610,15 Nov 2024,,Maven,"[0,20241026)",https://github.com/unclebob/fitnesse,Git
GHSA-jp37-5qhw-mffw,sharks,CWE-334,,18 Nov 2024,,Crates,"[0,0.5.0]",https://github.com/c0dearm/sharks,Git
GHSA-j3px-q95c-9683,zlib-rs,CWE-770,,14 Nov 2024,,Crates,"[0,0.4.0)[0,0.4.0)[0,0.4.0)",https://github.com/trifectatechfoundation/zlib-rs,Git
GHSA-hxx2-7vcw-mqr3,sinatra,CWE-807,CVE-2024-21510,1 Nov 2024,,RubyGems,"[0,4.1.0)",https://github.com/sinatra/sinatra,Git
GHSA-ghx4-cgxw-7h9p,github.com/mudler/LocalAI,CWE-352,CVE-2024-48057,5 Nov 2024,,Go,"[0,2.20.1]",https://github.com/mudler/LocalAI,Git
GHSA-fpr5-jp2j-4q2f,paillier-zk,CWE-327,,12 Nov 2024,,Crates,"[0,0.4.0)",https://github.com/LFDT-Lockness/paillier-zk,Git
GHSA-fwxq-3f52-5cmc,aendter.jenkins.plugins:filesystem-list-parameter-plugin,CWE-22,CVE-2024-54004,27 Nov 2024,,Maven,"[0,0.0.15)",,Git
GHSA-g23h-7vf9-xc25,mimalloc,,,12 Nov 2024,,Crates,"[0,0.1.39)",https://github.com/purpleprotocol/mimalloc_rust,Git
GHSA-cg28-v4wq-whv5,symfony/var-dumper,CWE-94,CVE-2024-36610,29 Nov 2024,,Composer,"[0,6.4.4)[7.0.0,7.0.4)",https://github.com/symfony/symfony,Git
GHSA-8m24-3cfx-9fjw,sp1-recursion-circuit,,,8 Nov 2024,,Crates,"[0,3.0.0)",https://github.com/succinctlabs/sp1,Git
GHSA-8rxm-6783-qh55,System.Formats.Nrbf,CWE-843,,12 Nov 2024,,NuGet,"[0,9.0.0)",,Git
GHSA-93ww-43rr-79v3,org.keycloak:keycloak-core,CWE-295,CVE-2024-10039,25 Nov 2024,,Maven,"[0,[25.0.0,26.0.6)",https://github.com/keycloak/keycloak,Git
GHSA-c2f5-jxjv-2hh8,wasmtime,CWE-184,CVE-2024-51745,5 Nov 2024,,Crates,"[0,24.0.2)[25.0.0,25.0.3)[26.0.0,26.0.1)[26.0.0]",https://github.com/bytecodealliance/wasmtime,Git
GHSA-7jjx-3qw9-j6h6,cggmp21-keygen,CWE-327,,12 Nov 2024,,Crates,"[0,0.3.0)",https://github.com/dfns/cggmp21,Git
GHSA-6vrw-mpj8-3j59,org.keycloak:keycloak-quarkus-server,CWE-73,,25 Nov 2024,,Maven,"[0,24.0.9)[25.0.0,26.0.6)",,Git
GHSA-7225-m954-23v7,cosmossdk.io/math,CWE-190,,20 Nov 2024,,Go,"[0,1.4.0)",,Git
GHSA-7f6p-phw2-8253,github.com/taurusgroup/multi-party-sig,,,25 Nov 2024,,Go,"[0,0.6.0-alpha-2021-09-21]",https://github.com/taurushq-io/multi-party-sig,Git
GHSA-5cph-wvm9-45gj,flowise,CWE-15,,21 Nov 2024,,NPM,"[0,2.1.4)",https://github.com/FlowiseAI/Flowise,Git
GHSA-486g-47cc-8wxf,aiocpa,,,25 Nov 2024,,PyPI,"[0.1.13,0.1.14]",,Git
GHSA-4gwv-fpmg-cmv2,io.jenkins.plugins:simple-queue,CWE-79,CVE-2024-54003,27 Nov 2024,,Maven,"[0,1.4.5)",,Git
GHSA-4277-m35q-7c9w,salt,CWE-340,CVE-2023-34049,14 Nov 2024,,PyPI,"[0,3005.4)[3006.0rc1,3006.4)",https://github.com/saltstack/salt,Git
GHSA-wxw9-6pv9-c3xc,Umbraco.CMS,CWE-384,CVE-2024-48929,22 Oct 2024,,NuGet,"[13.0.0,13.5.2)[10.0.0,10.8.7)",https://github.com/umbraco/Umbraco-CMS,Git
GHSA-vx3h-qwqw-r2wq,inventree,CWE-918,,2 Oct 2024,,PyPI,"[0,0.16.5)",https://github.com/inventree/InvenTree,Git
GHSA-wcx9-ccpj-hx3c,github.com/coder/coder/v2,CWE-601,,28 Oct 2024,,Go,"[2.16.0,2.16.1)[2.16.0][2.15.0,2.15.3)[2.3.1,2.14.4)",https://github.com/coder/coder,Git
GHSA-vv6c-69r6-chg9,github.com/landlock-lsm/go-landlock,,,14 Oct 2024,,Go,"[0.0.0-20240109,0.0.0-20241013234402-fb3ad845df46)",https://github.com/landlock-lsm/go-landlock,Git
GHSA-rc7v-65v6-m2v3,github.com/go-mysql-org/go-mysql,CWE-338,,28 Oct 2024,,Go,"[0,1.5.0)",https://github.com/go-mysql-org/go-mysql,Git
GHSA-rjfv-pjvx-mjgv,sigs.k8s.io/aws-load-balancer-controller,,,24 Oct 2024,,Go,"[2.0.0,2.8.2)",https://github.com/kubernetes-sigs/aws-load-balancer-controller,Git
GHSA-qjrv-v6qp-x99x,surrealdb,CWE-248,,8 Oct 2024,,Crates,"[2.0.0,2.0.4)[2.0.0,2.0.4)",https://github.com/surrealdb/surrealdb,Git
GHSA-qm9f-c3v9-wphv,OPCFoundation.NetStandard.Opc.Ua.Core,CWE-770,,18 Oct 2024,,NuGet,"[0,1.05.374.54)[0,1.05.374.54)",,Git
GHSA-qc4v-xq2m-65wc,@backstage/plugin-app-backend,CWE-440,CVE-2024-47762,3 Oct 2024,,NPM,"[0,0.3.75)",https://github.com/backstage/backstage,Git
GHSA-phh4-3hmm-24rx,github.com/juju/juju,CWE-1391,,2 Oct 2024,,Go,"[0,0.0.0-20241001032836-2af7bd8e310b)",https://github.com/juju/juju,Git
GHSA-pmvv-57rg-5g86,commonregex,CWE-1333,CVE-2020-26305,26 Oct 2024,,NPM,"[0,0.3.1]",https://github.com/talyssonoc/CommonRegexJS,Git
GHSA-mpcw-3j5p-p99x,org.openrefine.dependencies:butterfly,CWE-185,,24 Oct 2024,,Maven,"[0,1.2.6)",,Git
GHSA-p5wf-cmr4-xrwr,github.com/facebookincubator/tacquito,CWE-1333,,18 Oct 2024,,Go,"[0,0.0.0-20241011192817-07b49d1358e6)",https://github.com/facebookincubator/tacquito,Git
GHSA-pf56-h9qf-rxq4,@saltcorn/server,CWE-79,,7 Oct 2024,,NPM,"[0,1.0.0-beta.16)",https://github.com/saltcorn/saltcorn,Git
GHSA-pfr9-2p92-qrhq,dbn,CWE-126,,9 Oct 2024,,Crates,"[0,0.22.0)",https://github.com/databento/dbn,Git
GHSA-m4gq-x24j-jpmf,mermaid,CWE-1321,,22 Oct 2024,,NPM,"[0,10.9.3)",https://github.com/mermaid-js/mermaid,Git
GHSA-m85w-3h95-hcf9,astro,CWE-79,CVE-2024-47885,14 Oct 2024,,NPM,"[3.0.0,4.16.1)",https://github.com/withastro/astro,Git
GHSA-j42f-wc6v-5xpq,github.com/tacquito/tacquito,,,17 Oct 2024,,Go,"[0,0.0.0-20241011192817-07b49d1358e6)",,Git
GHSA-hc5w-c9f8-9cc4,langchain,CWE-22,CVE-2024-7774,29 Oct 2024,,NPM,"[0,0.2.19)",https://github.com/langchain-ai/langchainjs,Git
GHSA-hhhv-ggjx-q9j2,glossarizer,CWE-79,CVE-2024-42515,31 Oct 2024,,NPM,"[0,1.5.2]",https://github.com/PebbleRoad/glossarizer,Git
GHSA-hxf3-vgpm-fv9p,@cyclonedx/cdxgen,CWE-94,CVE-2024-50611,28 Oct 2024,,NPM,"[0,10.10.7]",https://github.com/CycloneDX/cdxgen,Git
GHSA-g77x-44xx-532m,next,CWE-674,CVE-2024-47831,14 Oct 2024,,NPM,"[10.0.0,14.2.7)",https://github.com/vercel/next.js,Git
GHSA-g9xm-7538-mq8w,exiv2,CWE-125,CVE-2024-24826,17 Oct 2024,,PyPI,"[0.16.0,0.16.1)",https://github.com/Exiv2/exiv2,Git
GHSA-fc27-7pf5-96v3,github.com/juju/juju,,,2 Oct 2024,,Go,"[0,0.0.0-20241001032836-2af7bd8e310b)",https://github.com/juju/juju,Git
GHSA-fm76-w8jw-xf8m,@saltcorn/plugins-loader,CWE-78,,3 Oct 2024,,NPM,"[0,1.0.0-beta.14)",https://github.com/saltcorn/saltcorn,Git
GHSA-fp6q-gccw-7qqm,Umbraco.CMS,CWE-613,CVE-2024-48926,22 Oct 2024,,NuGet,"[13.0.0,13.5.2)[10.0.0,10.8.7)[8.0.0,8.18.15)",https://github.com/umbraco/Umbraco-CMS,Git
GHSA-f77q-r5qm-w4m8,sp1-recursion-gnark-ffi,,,29 Oct 2024,,Crates,"[0,1.2.0)",https://github.com/succinctlabs/sp1,Git
GHSA-c5g6-6xf7-qxp3,Umbraco.Cms.StaticAssets,CWE-79,CVE-2024-47819,22 Oct 2024,,NuGet,"[14.0.0,14.3.1)[14.0.0,14.3.1)",https://github.com/umbraco/Umbraco-CMS,Git
GHSA-c7xm-rwqj-pgcj,limesurvey/limesurvey,CWE-79,CVE-2024-28709,7 Oct 2024,,Composer,"[0,6.5.12)",https://github.com/LimeSurvey/LimeSurvey,Git
GHSA-cfqx-f43m-vfh7,@saltcorn/server,CWE-548,,3 Oct 2024,,NPM,"[0,1.0.0-beta.14)",https://github.com/saltcorn/saltcorn,Git
GHSA-85qf-6845-m8p2,github.com/juju/juju,CWE-420,,2 Oct 2024,,Go,"[0,0.0.0-20241001032836-2af7bd8e310b)",https://github.com/juju/juju,Git
GHSA-78p3-fwcq-62c2,@saltcorn/server,CWE-1321,,3 Oct 2024,,NPM,"[0,1.0.0-beta.14)",https://github.com/saltcorn/saltcorn,Git
GHSA-7h65-4p22-39j6,github.com/crossplane/crossplane,,,25 Oct 2024,,Go,"[1.15.5,1.15.6)[1.15.5][1.16.2,1.16.3)[1.16.2][1.17.1,1.17.2)[1.17.1]",https://github.com/crossplane/crossplane,Git
GHSA-6m59-8fmv-m5f9,@langchain/community,CWE-89,CVE-2024-7042,29 Oct 2024,,NPM,"[0,0.3.3)",,Git
GHSA-762g-9p7f-mrww,github.com/mattermost/mattermost/server/v8,CWE-352,CVE-2024-46872,29 Oct 2024,,Go,"[0,8.0.0-20240926115259-20ed58906adc)",https://github.com/mattermost/mattermost,Git
GHSA-6339-gv7w-g5f4,@sap/hana-client,CWE-1321,CVE-2024-45277,8 Oct 2024,,NPM,"[2.0.0,2.21.31)",,Git
GHSA-68qg-g787-3rp5,knwl.js,CWE-1333,CVE-2020-26306,26 Oct 2024,,NPM,"[0,1.0.2]",https://github.com/benhmoore/Knwl,Git
GHSA-593m-55hh-j8gv,@sentry/browser,CWE-913,,3 Oct 2024,,NPM,"[8.0.0-alpha.1,8.33.0)[0,7.119.1)",,Git
GHSA-3pg4-qwc8-426r,org.openrefine:openrefine,CWE-522,,24 Oct 2024,,Maven,"[0,3.8.3)",https://github.com/OpenRefine/OpenRefine,Git
GHSA-3phv-83cj-p8p7,nope-validator,CWE-1333,CVE-2020-26309,26 Oct 2024,,NPM,"[0,0.12.1)",https://github.com/ftonato/nope-validator,Git
GHSA-3vpc-4p9p-47hc,curl-cffi,CWE-1395,,22 Oct 2024,,PyPI,"[0,0.7.0b6)",,Git
GHSA-43f3-h63w-p6f6,@saltcorn/server,CWE-22,CVE-2024-47818,7 Oct 2024,,NPM,"[0,1.0.0-beta.16)",https://github.com/saltcorn/saltcorn,Git
GHSA-2234-fmw7-43wr,hono,CWE-352,CVE-2024-48913,15 Oct 2024,,NPM,"[0,4.6.5)",https://github.com/honojs/hono,Git
GHSA-25pw-q952-x37g,pyload-ng,,,28 Oct 2024,,PyPI,"[0,0.5.0b3.dev85]",https://github.com/pyload/pyload,Git
GHSA-26jh-r8g2-6fpr,gradio,,,10 Oct 2024,,PyPI,"[0,5.0.0)",https://github.com/gradio-app/gradio,Git
GHSA-277h-px4m-62q8,@saltcorn/server,CWE-22,,3 Oct 2024,,NPM,"[0,1.0.0-beta.14)",https://github.com/saltcorn/saltcorn,Git
GHSA-wj4j-qc2m-fgh7,mattermost-desktop,CWE-427,CVE-2024-39613,16 Sep 2024,,NPM,"[0,5.9.0)",https://github.com/mattermost/desktop,Git
GHSA-v345-w9f2-mpm5,sentry,CWE-639,CVE-2024-45606,17 Sep 2024,,PyPI,"[23.4.0,24.9.0)",https://github.com/getsentry/sentry,Git
GHSA-v6x6-4v4x-2fx9,lunary,CWE-352,CVE-2024-6862,13 Sep 2024,,NPM,"[0,1.4.10)",https://github.com/lunary-ai/lunary,Git
GHSA-vvf8-2h68-9475,org.keycloak:keycloak-services,CWE-601,,19 Sep 2024,,Maven,"[0,25.0.6)",https://github.com/keycloak/keycloak,Git
GHSA-r9pp-r4xf-597r,pyload-ng,CWE-94,CVE-2024-39205,9 Sep 2024,,PyPI,"[0,0.5.0b3.dev85]",https://github.com/pyload/pyload,Git
GHSA-rjc6-vm4h-85cg,aws-sam-cli,CWE-532,,11 Sep 2024,,PyPI,"[0,1.122.0)",https://github.com/aws/aws-sam-cli,Git
GHSA-rw72-v6c7-hf9r,urlregex,CWE-1333,CVE-2020-36830,2 Sep 2024,,NPM,"[0,0.5.1)",https://github.com/nescalante/urlregex,Git
GHSA-qf6m-6m4g-rmrc,mautic/core,CWE-306,CVE-2024-47051,18 Sep 2024,,Composer,"[1.0.0-beta3,4.4.13)[5.0.0-alpha,5.1.1)[1.0.0-beta3,4.4.13)[5.0.0-alpha,5.1.1)",https://github.com/mautic/mautic,Git
GHSA-p2q9-36vw-c468,olm-sys,CWE-1395,,3 Sep 2024,,Crates,"[0,1.3.2]",,Git
GHSA-m5gv-m5f9-wgv4,github.com/grafana/agent,CWE-428,CVE-2024-8996,25 Sep 2024,,Go,"[0,0.43.3)",https://github.com/grafana/agent,Git
GHSA-m842-4qm8-7gpq,gradio,,,25 Sep 2024,,PyPI,"[0,4.19.2)",https://github.com/gradio-app/gradio,Git
GHSA-j76j-rqwj-jmvv,org.keycloak:keycloak-services,CWE-384,,9 Sep 2024,,Maven,"[25.0.0,25.0.5)[0,22.0.12)[23.0.0,24.0.7)",https://github.com/keycloak/keycloak,Git
GHSA-gj55-2xf9-67rq,jupyterlite-core,CWE-79,,6 Sep 2024,,PyPI,"[0,0.4.1)",https://github.com/jupyterlite/jupyterlite,Git
GHSA-h4gh-qq45-vh27,cryptography,CWE-1395,,3 Sep 2024,,PyPI,"[37.0.0,43.0.1)",https://github.com/pyca/cryptography,Git
GHSA-hq76-662x-7mw4,pimcore/data-importer,,,3 Sep 2024,,Composer,"[0,1.8.9)[1.9.0,1.9.3)[0,1.3.11)[1.4.0,1.4.7)[1.5.0,1.5.4)[10.6.9.0,10.6.9.12)[11.1.0.0,11.1.6.11)",https://github.com/pimcore/pimcore,Git
GHSA-g5xx-c4hv-9ccc,github.com/cometbft/cometbft/light,,,3 Sep 2024,,Go,"[0.34.0,0.34.34)[0.37.0,0.37.11)[0.38.0,0.38.12)[0.37.0,0.37.11)[0.38.0,0.38.12)",https://github.com/cometbft/cometbft,Git
GHSA-g6q4-w3j3-jfc4,github.com/windmill-labs/windmill,CWE-307,CVE-2024-8462,5 Sep 2024,,Go,"[0,1.61.1]",https://github.com/windmill-labs/windmill,Git
GHSA-g84q-54hf-36rg,agpt,CWE-78,CVE-2024-6091,11 Sep 2024,,PyPI,"[0,0.5.1]",,Git
GHSA-gcfg-hmwx-wq5h,nategood/httpful,CWE-295,,9 Sep 2024,,Composer,"[0,1.0.0)",https://github.com/nategood/httpful,Git
GHSA-chqx-36rm-rf8h,github.com/grafana/alloy,CWE-428,CVE-2024-8975,25 Sep 2024,,Go,"[0,1.3.4)[1.4.0-rc.0,1.4.1)",https://github.com/grafana/alloy,Git
GHSA-cvp8-5r8g-fhvq,omniauth-saml,CWE-347,,11 Sep 2024,,RubyGems,"[2.0.0,2.1.2)[0,1.10.5)[2.2.0,2.2.1)",https://github.com/omniauth/omniauth-saml,Git
GHSA-8wm9-24qg-m5qj,org.keycloak:keycloak-services,CWE-837,,3 Sep 2024,,Maven,"[0,24.0.4)",https://github.com/keycloak/keycloak,Git
GHSA-9j4f-f249-q5w8,github.com/grafana/synthetic-monitoring-agent/cmd/synthetic-monitoring-agent,CWE-489,CVE-2022-46156,6 Sep 2024,,Go,"[0,0.12.0)[0,0.12.0)",https://github.com/grafana/synthetic-monitoring-agent,Git
GHSA-9jmp-j63g-8x6m,lunary,CWE-1220,CVE-2024-6867,13 Sep 2024,,NPM,"[0,1.4.10)",https://github.com/lunary-ai/lunary,Git
GHSA-75j2-9gmc-m855,camaleon_cms,CWE-79,,25 Sep 2024,,RubyGems,"[2.8.0,2.8.2)",,Git
GHSA-7p89-p6hx-q4fw,basic-auth-connect,CWE-208,CVE-2024-47178,30 Sep 2024,,NPM,"[0,1.1.0)",https://github.com/expressjs/basic-auth-connect,Git
GHSA-7q74-g774-7x3g,github.com/cosmos/interchain-security/v5,,,5 Sep 2024,,Go,"[5.1.0,5.2.0)[0,[0,[0,[0,",https://github.com/cosmos/interchain-security,Git
GHSA-84jw-g43v-8gjm,@rspack/core,CWE-79,,19 Sep 2024,,NPM,"[0,1.0.0-rc.1)",https://github.com/web-infra-dev/rspack,Git
GHSA-635v-pc42-fr74,sagemaker-training,CWE-532,,11 Sep 2024,,PyPI,"[4.7.0,4.8.0)",https://github.com/aws/sagemaker-training-toolkit,Git
GHSA-48cr-j2cx-mcr8,github.com/apache/incubator-answer,CWE-326,CVE-2024-40761,25 Sep 2024,,Go,"[0,1.4.0)",https://github.com/apache/incubator-answer,Git
GHSA-4m9p-7xg6-f4mm,io.dataease:common,CWE-611,CVE-2024-46985,23 Sep 2024,,Maven,"[0,2.10.1)",https://github.com/dataease/dataease,Git
GHSA-4xx7-2cx3-x473,org.keycloak:keycloak-saml-core,CWE-347,,19 Sep 2024,,Maven,"[0,25.0.6)",https://github.com/keycloak/keycloak,Git
GHSA-534c-hcr7-67jg,kimai/kimai,CWE-1395,,17 Sep 2024,,Composer,"[0,2.21.0)",https://github.com/kimai/kimai,Git
GHSA-54m3-95j9-v89j,sentry,CWE-639,CVE-2024-45605,17 Sep 2024,,PyPI,"[23.9.0,24.9.0)",https://github.com/getsentry/sentry,Git
GHSA-57rh-gr4v-j5f6,org.keycloak:keycloak-core,CWE-324,,9 Sep 2024,,Maven,"[0,24.0.7)",https://github.com/keycloak/keycloak,Git
GHSA-58vj-cv5w-v4v6,github.com/navidrome/navidrome,CWE-89,CVE-2024-47062,20 Sep 2024,,Go,"[0,0.53.0)",https://github.com/navidrome/navidrome,Git
GHSA-2wq5-g96f-mv3v,ouch,,,23 Sep 2024,,Crates,"[0,0.3.1)",https://github.com/ouch-org/ouch,Git
GHSA-3hp8-6j24-m5gm,camaleon_cms,,,23 Sep 2024,,RubyGems,"[0,2.8.1)",,Git
GHSA-2326-pfpj-vx3h,lexical-core,,,16 Sep 2024,,Crates,"[0,1.0.0)",,Git
GHSA-2gh6-wc3m-g37f,pl.allegro.tech.hermes:hermes-management,CWE-1395,,17 Sep 2024,,Maven,"[0,2.2.9)",https://github.com/allegro/hermes,Git
GHSA-xm4r-5rj9-2pg3,gratient,,,30 Aug 2024,,PyPI,[0.5],,Git
GHSA-xmhh-xrcc-mx36,@scrypted/server,CWE-79,CVE-2023-47620,5 Aug 2024,,NPM,"[0,0.55.0]",https://github.com/koush/scrypted,Git
GHSA-xmrp-424f-vfpx,sqlx,,,19 Aug 2024,,Crates,"[0,0.8.1)",https://github.com/launchbadge/sqlx,Git
GHSA-w2pj-9cgh-mq2c,opencv-contrib-python-headless,CWE-787,,30 Aug 2024,,PyPI,"[0,4.8.1.78)",https://github.com/opencv/opencv,Git
GHSA-wh2w-39f4-rpv2,indy-node,CWE-347,CVE-2020-11093,30 Aug 2024,,PyPI,"[0,1.12.4)",https://github.com/hyperledger/indy-node,Git
GHSA-wq9x-qwcq-mmgf,diesel,CWE-89,,23 Aug 2024,,Crates,"[0,2.2.3)",https://github.com/diesel-rs/diesel,Git
GHSA-ww7p-8gfg-v82r,@scrypted/core,CWE-79,CVE-2023-47623,5 Aug 2024,,NPM,"[0,0.1.142]",https://github.com/koush/scrypted,Git
GHSA-v7gr-mqpj-wwh3,org.openhab.ui.bundles:org.openhab.ui.cometvisu,CWE-918,CVE-2024-42467,9 Aug 2024,,Maven,"[0,4.2.1)",,Git
GHSA-rg2q-2jh9-447q,cosmwasm-vm,CWE-920,,8 Aug 2024,,Crates,"[0,1.5.6)[2.0.0,2.0.5)[2.1.0,2.1.2)[2.1.0,2.1.2)[2.0.0,2.0.3)[0,1.5.4)",https://github.com/CosmWasm/cosmwasm,Git
GHSA-qr4w-53vh-m672,opencv-python,CWE-787,,30 Aug 2024,,PyPI,"[0,4.8.1.78)",https://github.com/opencv/opencv,Git
GHSA-r3jq-4r5c-j9hp,taipy,CWE-1004,CVE-2024-47833,27 Aug 2024,,PyPI,"[0,4.0.0)",https://github.com/Avaiga/taipy,Git
GHSA-pp84-v3mw-gg4w,taipy,,,27 Aug 2024,,PyPI,"[0,4.0.0)",https://github.com/Avaiga/taipy,Git
GHSA-mcmc-c59m-pqq8,GeoNode,CWE-611,CVE-2023-26043,30 Aug 2024,,PyPI,"[0,4.0.3)",https://github.com/GeoNode/geonode,Git
GHSA-hrf9-rm95-fpf3,github.com/mattermost/mattermost/server/v8,CWE-352,CVE-2024-40886,22 Aug 2024,,Go,"[9.9.0,9.9.2)[9.5.0,9.5.8)[9.10.0,9.10.1)[9.8.0,9.8.3)",https://github.com/mattermost/mattermost,Git
GHSA-jh2j-j4j9-crg3,opencv-python-headless,CWE-787,,30 Aug 2024,,PyPI,"[0,4.8.1.78)",https://github.com/opencv/opencv,Git
GHSA-ffxg-5f8m-h72j,rocket.chat,CWE-918,CVE-2024-39713,5 Aug 2024,,NPM,"[0,6.10.1)",https://github.com/RocketChat/Rocket.Chat,Git
GHSA-fpgj-cr28-fvpx,github.com/CosmWasm/wasmd,CWE-89,,21 Aug 2024,,Go,"[0.52.0,0.53.0)[0.52.0]",https://github.com/CosmWasm/wasmd,Git
GHSA-g8w7-7vgg-x7xg,github.com/CosmWasm/wasmd,CWE-121,,21 Aug 2024,,Go,"[0.50.0,0.53.0)[0,0.46.0)",https://github.com/CosmWasm/wasmd,Git
GHSA-cxjf-x6jp-p7mc,opencv-contrib-python,CWE-787,,30 Aug 2024,,PyPI,"[0,4.8.1.78)",https://github.com/opencv/opencv,Git
GHSA-f3q4-ggfp-jv34,Adyen,CWE-347,,30 Aug 2024,,PyPI,"[2.2.0,7.1.0)",https://github.com/Adyen/adyen-python-api-library,Git
GHSA-9w8w-34vr-65j2,com.reposilite:reposilite-backend,CWE-79,CVE-2024-36115,2 Aug 2024,,Maven,"[3.3.0,3.5.12)",https://github.com/dzikoysk/reposilite,Git
GHSA-92vc-4fcw-g68q,github.com/IceWhaleTech/CasaOS,CWE-77,CVE-2023-37469,5 Aug 2024,,Go,"[0,0.4.4)",https://github.com/IceWhaleTech/CasaOS,Git
GHSA-9cfv-9463-8gqv,freewvs,CWE-770,CVE-2020-15100,30 Aug 2024,,PyPI,"[0,0.1.1)",https://github.com/schokokeksorg/freewvs,Git
GHSA-7j9p-67mm-5g87,lti-consumer-xblock,CWE-862,CVE-2023-23611,30 Aug 2024,,PyPI,"[7.0.0,7.2.2)",,Git
GHSA-7mv5-5mxh-qg88,nanopb,CWE-763,CVE-2021-21401,30 Aug 2024,,PyPI,"[0.3.2,0.3.9.8)[0.4.0,0.4.5)",https://github.com/nanopb/nanopb,Git
GHSA-7pmh-vrww-25xx,freewvs,CWE-674,CVE-2020-15101,30 Aug 2024,,PyPI,"[0,0.1.1)",https://github.com/schokokeksorg/freewvs,Git
GHSA-6mvj-2569-3mcm,@editorjs/editorjs,CWE-79,CVE-2022-23474,5 Aug 2024,,NPM,"[0,2.26.0)",,Git
GHSA-6vjm-54vp-mxhx,github.com/juju/juju,CWE-209,,5 Aug 2024,,Go,"[0,2.9.50)[3.0.0,3.1.9)[3.2.0,3.3.6)[3.4.0,3.4.5)[3.5.0,3.5.3)",https://github.com/juju/juju,Git
