ID,Package,CWE,CVE,Date,Disclosed_Date,Platform,Version Range,GitHub URL,Source
SNYK-JS-NODEJSRESILIENTCLIENT-2942129,nodejs-resilient-client,CWE-506,,6 Jul 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-TSNODELESSONSLEARNED-2942128,ts-node-lessons-learned,CWE-506,,6 Jul 2022,11 Aug 2022,NPM,['=0.0.1'],,Snyk
SNYK-JS-ALLEGROTECHPODCAST-2942127,allegro-tech-podcast,CWE-506,,6 Jul 2022,11 Aug 2022,NPM,['=0.2.1'],,Snyk
SNYK-JS-ESPERDOCS-2942126,esper-docs,CWE-506,,6 Jul 2022,11 Aug 2022,NPM,['=2.0.1'],,Snyk
SNYK-JS-CLOUDWATCHEVENTSPROCESSOR-2942125,cloudwatchevents-processor,CWE-506,,6 Jul 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-TEAMLEAD-2942124,teamlead,CWE-506,,6 Jul 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-OVOTECH-2942123,ovotech,CWE-506,,6 Jul 2022,11 Aug 2022,NPM,"['=9.9.10', '=9.9.9']",,Snyk
SNYK-JS-FASTTODOAPP-2940872,fast-todo-app,CWE-506,,5 Jul 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-BOLTSCRIPTS-2940617,bolt-scripts,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,"['=1.6331.3', '=1.8631.5']",,Snyk
SNYK-JS-ORDERLINKBUILDER-2940616,order-link-builder,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=0.1.5'],,Snyk
SNYK-JS-OVHCATALOGS-2940615,ovhcatalogs,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=0.1.1'],,Snyk
SNYK-JS-DEDICATEDSERVERS-2940614,dedicated-servers,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-OVHUIOUIPAGINATION-2940613,@ovh-ui/oui-pagination,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-OVHUIOUICHECKBOX-2940612,@ovh-ui/oui-checkbox,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-DEPENDABOTTERRAFORMACTION-2940611,dependabot-terraform-action,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-REACTBANKAPI-2940610,react-bank-api,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-FECUSTOMUI-2940609,fecustomui,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-OVHUIOUISPINNER-2940608,@ovh-ui/oui-spinner,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-FROGSUI-2940607,frogsui,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-ZENWEBSITE-2940606,zen-website,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-OVHUIOUICRITERIA-2940605,@ovh-ui/oui-criteria,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-PIPELINENPMARTIFACTORY-2940604,pipeline-npm-artifactory,CWE-506,,4 Jul 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-IOCOMPONENTS-2939837,io-components,CWE-506,,2 Jul 2022,11 Aug 2022,NPM,['=99.0.5'],,Snyk
SNYK-JS-ESLINTPLUGINTRANSLATIONVARS-2939836,eslint-plugin-translation-vars,CWE-506,,2 Jul 2022,11 Aug 2022,NPM,['=2.0.0'],,Snyk
SNYK-JS-CDSYSTEM-2939835,cd-system,CWE-506,,2 Jul 2022,11 Aug 2022,NPM,['=99.0.2'],,Snyk
SNYK-JS-BBNETLIFY-2937777,bb-netlify,CWE-506,,30 Jun 2022,11 Aug 2022,NPM,['=10.21.2'],,Snyk
SNYK-JS-DROPBOXINTERNALSDK-2937776,dropbox-internal-sdk,CWE-506,,30 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-LINKPREVIEWJS-2933520,link-preview-js,CWE-918,CVE-2022-25876,29 Jun 2022,22 Jun 2022,NPM,['<2.1.16'],https://github.com/ospfranco/link-preview-js,Snyk
SNYK-JS-PASSPORT-2840631,passport,CWE-384,CVE-2022-25896,29 Jun 2022,20 May 2022,NPM,['<0.6.0'],https://github.com/jaredhanson/passport,Snyk
SNYK-JS-SCSSTOKENIZER-2339884,scss-tokenizer,CWE-1333,CVE-2022-25758,29 Jun 2022,13 Jan 2022,NPM,['<0.4.3'],https://github.com/sasstools/scss-tokenizer,Snyk
SNYK-JS-AMANNOTATIONDRAWING-2936787,am-annotation-drawing,CWE-506,,29 Jun 2022,11 Aug 2022,NPM,['=1.2.1'],,Snyk
SNYK-JS-NETLIFYBB-2936786,netlify-bb,CWE-506,,29 Jun 2022,11 Aug 2022,NPM,['=10.30.11'],,Snyk
SNYK-JS-GDEMPLOYERINFOSITE-2936785,gd-employer-infosite,CWE-506,,29 Jun 2022,11 Aug 2022,NPM,"['=150.2.3', '=99.0.2']",,Snyk
SNYK-JS-AMSCREENRECORDINGPERMISSIONS-2936784,am-screen-recording-permissions,CWE-506,,29 Jun 2022,11 Aug 2022,NPM,['=1.0.2'],,Snyk
SNYK-JS-VAZGARULES-2936262,vazgarules,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,['=1.0.9'],,Snyk
SNYK-JS-HORIZONDEV-2936261,horizon_dev,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,['=1.0.1'],,Snyk
SNYK-JS-COILMETRICS-2936260,coil-metrics,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,['=2.0.0'],,Snyk
SNYK-JS-RADANCYDROPRCLIENT-2936259,@radancy/dropr-client,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,"['=199.0.0', '=499.0.0', '=499.0.1', '=524.6.2', '=99.0.0']",,Snyk
SNYK-JS-SEPARATECALCULATINGBINARY-2936258,separatecalculatingbinary,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,['=9.9.9'],,Snyk
SNYK-JS-SICHAINAPI-2936257,sichain-api,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,['=9.9.9'],,Snyk
SNYK-JS-TOMTOMRK-2936256,tomtom-rk,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,['=2022.7.23'],,Snyk
SNYK-JS-SYNDISTEST-2936255,syndis-test,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,['=1.0.1'],,Snyk
SNYK-JS-RVMODALSTORE-2936254,rv-modal-store,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,['=1.0.2'],,Snyk
SNYK-JS-CLEANSHEET-2936253,cleansheet,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,['=9.9.8'],,Snyk
SNYK-JS-3PFUTURESOLUTIONSEMBERCUI-2936252,@3p-future-solutions/ember-cui,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,"['=1.24.99', '=99.99.99']",,Snyk
SNYK-JS-PAGETOURSDK-2936251,@pagetour/sdk,CWE-506,,28 Jun 2022,11 Aug 2022,NPM,"['=6.0.43', '=9.9.9']",,Snyk
SNYK-JS-LOOPBACKREST-2935904,@loopback/rest,CWE-1321,CVE-2020-4988,26 Jun 2022,26 Jun 2022,NPM,['<9.0.0'],,Snyk
SNYK-JS-JSRSASIGN-2869122,jsrsasign,CWE-347,CVE-2022-25898,26 Jun 2022,13 Jun 2022,NPM,['<10.5.25'],https://github.com/kjur/jsrsasign,Snyk
SNYK-JS-MIDDLEWARESERDE-2934709,middleware-serde,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-INVALIDDEPENDENCY-2934708,invalid-dependency,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-CXFPLUGINS-2934707,cxf-plugins,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-XUNLIEVUECONTEXTMENU-2934706,@xunlie/vue-context-menu,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=1.0.3'],,Snyk
SNYK-JS-BABELPLUGINREMOVEJSXEMPTYEXPRESSION-2934705,babel-plugin-remove-jsx-empty-expression,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-ETHMOJIJSDEMO-2934704,ethmoji-js-demo,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.99.9'],,Snyk
SNYK-JS-ATRESMEDIAINTRANETSVG-2934703,@atresmedia/intranet-svg,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.99.9994'],,Snyk
SNYK-JS-FKREACTLOTTIEPLAYER-2934702,fk-react-lottie-player,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,"['=1.1.1', '=1.1.6']",,Snyk
SNYK-JS-DEVWALLET-2934701,dev-wallet,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-BAKABAKA0010-2934700,bakabaka0010,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-MULTISIGWALLETGENERATOR-2934699,multisig-wallet-generator,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.7.8'],,Snyk
SNYK-JS-DOCUSCILLA-2934698,docu-scilla,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.0.7'],,Snyk
SNYK-JS-EVERNOTETHRIFT-2934697,evernote-thrift,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=1.9.9'],,Snyk
SNYK-JS-MATTERMOSTPLUGINCALLS-2934696,mattermost-plugin-calls,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-CONSIDERATIONDEPLOYBOT-2934695,consideration-deploy-bot,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.99.1'],,Snyk
SNYK-JS-ENTHRIFTINTERNAL-2934694,en-thrift-internal,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=2.9.9'],,Snyk
SNYK-JS-ZILLIQA-2934693,zilliqa,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-ENCONDUITSCHEMA-2934692,en-conduit-schema,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=1.53.99'],,Snyk
SNYK-JS-ENNATIVEREG-2934691,en-native-reg,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=1.99.99'],,Snyk
SNYK-JS-ENCONDUITSYNC-2934690,en-conduit-sync,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=1.53.99'],,Snyk
SNYK-JS-UTILUTF8BROWSER-2934689,util-utf8-browser,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-MATTERMOSTPLUGINPLAYBOOKS-2934688,mattermost-plugin-playbooks,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.7.8'],,Snyk
SNYK-JS-ENCONDUITELECTRONSHARED-2934687,en-conduit-electron-shared,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=1.53.99'],,Snyk
SNYK-JS-CONDUITVIEW-2934686,conduit-view,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=1.53.99'],,Snyk
SNYK-JS-ENCONDUITPLUGININAPPPURCHASING-2934685,en-conduit-plugin-in-app-purchasing,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=1.53.99'],,Snyk
SNYK-JS-EVERNOTECLIENT-2934684,evernote-client,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.39.6'],,Snyk
SNYK-JS-CXAPI-2934683,cx-api,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-1UPHEALTHDEMOWEBAPP-2934682,1uphealth-demo-web-app,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.9.9'],,Snyk
SNYK-JS-SHAREDINIFILELOADER-2934681,shared-ini-file-loader,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-WADWORKSHOPSTARTER-2934680,wad-workshop-starter,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.9.9'],,Snyk
SNYK-JS-PROPAGATIONB3-2934679,propagation-b3,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-APPTYPES-2934678,app-types,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-SERVICEERRORCLASSIFICATION-2934677,service-error-classification,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-REGIONINFO-2934676,region-info,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-EPMRDPTANGULARJS-2934675,epm-rdpt-angularjs,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=1.1.4'],,Snyk
SNYK-JS-CHANNELWEBSOCKET-2934674,channel-websocket,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=10.0.0'],,Snyk
SNYK-JS-NISHANTOKANGULARJS-2934673,nishant-ok-angularjs,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-SCRATCHWWW-2934672,scratch-www,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-JOBCOIN-2934671,jobcoin,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.9.0'],,Snyk
SNYK-JS-LIGHTWEIGHTCHARTS38-2934670,lightweight-charts-3.8,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.9.9'],,Snyk
SNYK-JS-SPRINKLRAPP-2934669,sprinklr-app,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.8.7'],,Snyk
SNYK-JS-SMOOOTHMERCHANT-2934668,smoooth-merchant,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.9.9'],,Snyk
SNYK-JS-MYMEGAMANZ-2934667,mymegamanz,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-OEMREACTSAMPLE-2934666,oemreactsample,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.8.5'],,Snyk
SNYK-JS-SCRATCHRESOURCES-2934665,scratch-resources,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-KATTPLAYER-2934664,katt-player,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.9.9'],,Snyk
SNYK-JS-SHOPPEDEMO-2934663,shoppedemo,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.9.9'],,Snyk
SNYK-JS-DEMOSTORE-2934662,demo-store,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.7.6'],,Snyk
SNYK-JS-CREATESPRINKLRAPP-2934661,create-sprinklr-app,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.8.7'],,Snyk
SNYK-JS-TESTASYNCCONFIG-2934660,test-async-config,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=8.9.4'],,Snyk
SNYK-JS-TESTSERVERCOMPONENTS-2934659,test-server-components,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=8.9.4'],,Snyk
SNYK-JS-STARTERREACTFRONTENDAPP-2934658,starter-react-frontend-app,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.7.8'],,Snyk
SNYK-JS-DASHGENERATORTESTCOMPONENTSTANDARD-2934657,dash-generator-test-component-standard,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.9.9'],,Snyk
SNYK-JS-SHOPIFYFRONTENDTEMPLATEREACT-2934656,shopify-frontend-template-react,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.7.6'],,Snyk
SNYK-JS-EXAMPLEDATAFETCHING-2934655,example-data-fetching,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=7.4.9'],,Snyk
SNYK-JS-RUSTFUNCTIONS-2934654,rust-functions,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.7.8'],,Snyk
SNYK-JS-OSMOSISFRONTEND-2934653,osmosis-frontend,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.9.9'],,Snyk
SNYK-JS-TRONWEB2-2934652,tronweb2,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.4.2'],,Snyk
SNYK-JS-RUSTDOCS-2934651,rust-docs,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.7.6'],,Snyk
SNYK-JS-WASMBINDGEN-2934650,wasm-bindgen,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.8.9'],,Snyk
SNYK-JS-XUNLIEVUECLICKOUT-2934649,@xunlie/vue-clickout,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=1.0.0'],,Snyk
SNYK-JS-YELPSCHEMADESIGN-2934648,yelp-schema-design,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.4.9'],,Snyk
SNYK-JS-MAPRAYJSMONOREPO-2934647,mapray-js-monorepo,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.8.9'],,Snyk
SNYK-JS-NNABLABROWSER-2934646,nnabla-browser,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.8.9'],,Snyk
SNYK-JS-BAKAMAN-2934645,bakaman,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.8.9'],,Snyk
SNYK-JS-REACTJESTINGLIBRARY-2934644,react-jesting-library,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-CONTRIBUTORSITE-2934643,contributor-site,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-WEBPACKVUECONFIG-2934642,webpack-vue-config,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-TWOFACTORTOTP-2934641,twofactor_totp,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-FILESPDFVIEWER-2934640,files_pdfviewer,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-PCLNTYPES-2934639,pcln-types,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.8.9'],,Snyk
SNYK-JS-HEFTCOMPONENTRIG-2934638,heft-component-rig,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.8'],,Snyk
SNYK-JS-EYEGLASSEMBROIDERAPP-2934637,eyeglass-embroider-app,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-ATTENTIONEDITOR-2934636,attention-editor,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.8.9'],,Snyk
SNYK-JS-COMNATWSECRETSTOREEXAMPLE-2934635,com.natw.secret_store_example,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=9.8.9'],,Snyk
SNYK-JS-SNAPCANVASSDK-2934634,snapcanvas-sdk,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-ACTIONCREATERELEASEPR-2934633,action-create-release-pr,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-MINISSAMPLES-2934632,minis-samples,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-METAMASK-2934631,metamask,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-CONTRACTMETADATA-2934630,contract-metadata,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-SAMPLEMINI-2934629,sample-mini,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-ETHERSJSSNAP-2934628,ethers-js-snap,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-IFRAMEEXECUTIONENVIRONMENT-2934626,iframe-execution-environment,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-SLINTCONFIGNODEJS-2934625,slint-config-nodejs,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-TYPESCRIPTSNAP-2934624,typescript-snap,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-ACTIONREQUIREADDITIONALREVIEWER-2934627,action-require-additional-reviewer,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-BABELPRESETES201-2934623,babel-preset-es201,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-NEWNPMPACKAGES-2934622,new-npm-packages,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-NFTTICKETSWORKSHOP-2934621,nft-tickets-workshop,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-METAMASKSTATELOGEXPLORER-2934620,metamask-state-log-explorer,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-THSIMPLEKEYRING-2934619,th-simple-keyring,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-METAMASKDOCS-2934618,metamask-docs,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-ACTIONPUBLISHGHPAGES-2934617,action-publish-gh-pages,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-ETHFAUCET-2934616,eth-faucet,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-TEMPLATESNAPMONOREPO-2934615,template-snap-monorepo,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-SHARESERVICECLIENT-2934614,share-service-client,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-TIMEBASEWEBADMIN-2934613,timebase-web-admin,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-MIEWAP-2934612,miew-ap,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-WEBSDKMONOREPO-2934611,web-sdk-mono-repo,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-EPAMPROMO-2934610,epam-promo,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-REACTDATEPICKERDOCS-2934609,react-datepicker-docs,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-XPUI-2934608,xp-ui,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-REDUXDATAMODELDOCUMENTATION-2934606,redux-data-model-documentation,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-MIEWCLI-2934605,miew-cli,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-EPAMASSETS-2934607,epam-assets,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-LAUNCHDARKLYCLOUDFLAREWORKERTEMPLATE-2934604,launchdarkly-cloudflare-worker-template,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-GITGATSBY-2934603,git-gatsby,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-CLIENTSDKCONTRACTTESTS-2934602,client-sdk-contract-tests,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-INTEGRATIONFRAMEWORK-2934601,integration-framework,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-BOILERPLATEFIGAUTOCOMPLETE-2934600,boilerplate-fig-autocomplete,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-HELLOREACTNATIVE-2934599,helloreactnative,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-CSTASKRUNNER-2934598,cs-task-runner,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-MANUALTESTAPP-2934597,manualtestapp,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-REACTLDCLIENTDEFAULTVALUES-2934596,react-ldclient-default-values,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=999.9.9'],,Snyk
SNYK-JS-LAUNCHDARKLYAPITYPESCRIPTSAMPLE-2934595,launchdarkly-api-typescript-sample,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-DUMMYAPP-2934594,dummy_app,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-DISCOURSEPREPENDTAGSINTOPICSLUG-2934593,discourse-prepend-tags-in-topic-slug,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-WEBSCRIPTSMONOREPO-2934592,web-scripts-monorepo,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-MATICDOCS-2934591,matic-docs,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-WWIAPP-2934590,wwi-app,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-V3MONOREPO-2934589,v3-monorepo,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-CHAINDESKTOPWALLET-2934588,chain-desktop-wallet,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-REORGSFRONTEND-2934587,reorgs-frontend,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-THEMEWHALELIGHT-2934586,theme-whale-light,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-CRYPTOCOMCHAINWALLET-2934585,crypto-com-chain-wallet,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,['=99.9.9'],,Snyk
SNYK-JS-SLGVUECOMPONENTS-2934584,slg-vue-components,CWE-506,,23 Jun 2022,11 Aug 2022,NPM,"['=2.3.5', '=2.4.3']",,Snyk
