REPO_NAME,GITHUB_URL,PERIOD_START,PERIOD_END,CONTRIBUTORS,CUMULATIVE_CONTRIBUTORS
SNYK-RUST-QUINN-1082881,quinn,https://github.com/djc/quinn,2024-01-01 00:00:00,2024-06-30 00:00:00,19,133
SNYK-RUST-QUINN-1082881,quinn,https://github.com/djc/quinn,2024-07-01 00:00:00,2024-12-31 00:00:00,17,143
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2017-01-01 00:00:00,2017-06-30 00:00:00,2,2
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2017-07-01 00:00:00,2017-12-31 00:00:00,2,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2018-01-01 00:00:00,2018-06-30 00:00:00,0,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2018-07-01 00:00:00,2018-12-31 00:00:00,0,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2019-01-01 00:00:00,2019-06-30 00:00:00,0,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2019-07-01 00:00:00,2019-12-31 00:00:00,0,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2020-01-01 00:00:00,2020-06-30 00:00:00,0,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2020-07-01 00:00:00,2020-12-31 00:00:00,0,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2021-01-01 00:00:00,2021-06-30 00:00:00,1,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2021-07-01 00:00:00,2021-12-31 00:00:00,0,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2022-01-01 00:00:00,2022-06-30 00:00:00,0,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2022-07-01 00:00:00,2022-12-31 00:00:00,1,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2023-01-01 00:00:00,2023-06-30 00:00:00,1,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2023-07-01 00:00:00,2023-12-31 00:00:00,1,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2024-01-01 00:00:00,2024-06-30 00:00:00,1,3
SNYK-RUST-TRUETYPE-1082882,truetype,https://github.com/bodoni/truetype,2024-07-01 00:00:00,2024-12-31 00:00:00,0,3
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2017-01-01 00:00:00,2017-06-30 00:00:00,0,0
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2017-07-01 00:00:00,2017-12-31 00:00:00,0,0
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2018-01-01 00:00:00,2018-06-30 00:00:00,1,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2018-07-01 00:00:00,2018-12-31 00:00:00,1,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2019-01-01 00:00:00,2019-06-30 00:00:00,1,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2019-07-01 00:00:00,2019-12-31 00:00:00,1,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2020-01-01 00:00:00,2020-06-30 00:00:00,0,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2020-07-01 00:00:00,2020-12-31 00:00:00,0,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2021-01-01 00:00:00,2021-06-30 00:00:00,1,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2021-07-01 00:00:00,2021-12-31 00:00:00,0,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2022-01-01 00:00:00,2022-06-30 00:00:00,0,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2022-07-01 00:00:00,2022-12-31 00:00:00,0,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2023-01-01 00:00:00,2023-06-30 00:00:00,0,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2023-07-01 00:00:00,2023-12-31 00:00:00,0,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2024-01-01 00:00:00,2024-06-30 00:00:00,0,1
SNYK-RUST-SCRATCHPAD-1082884,scratchpad,https://github.com/okready/scratchpad,2024-07-01 00:00:00,2024-12-31 00:00:00,0,1
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2017-01-01 00:00:00,2017-06-30 00:00:00,0,0
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2017-07-01 00:00:00,2017-12-31 00:00:00,0,0
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2018-01-01 00:00:00,2018-06-30 00:00:00,2,2
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2018-07-01 00:00:00,2018-12-31 00:00:00,1,2
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2019-01-01 00:00:00,2019-06-30 00:00:00,1,3
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2019-07-01 00:00:00,2019-12-31 00:00:00,2,4
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2020-01-01 00:00:00,2020-06-30 00:00:00,2,5
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2020-07-01 00:00:00,2020-12-31 00:00:00,3,7
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2021-01-01 00:00:00,2021-06-30 00:00:00,4,8
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2021-07-01 00:00:00,2021-12-31 00:00:00,3,9
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2022-01-01 00:00:00,2022-06-30 00:00:00,2,9
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2022-07-01 00:00:00,2022-12-31 00:00:00,3,11
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2023-01-01 00:00:00,2023-06-30 00:00:00,1,11
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2023-07-01 00:00:00,2023-12-31 00:00:00,2,12
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2024-01-01 00:00:00,2024-06-30 00:00:00,6,17
SNYK-RUST-INTERNMENT-1082883,internment,https://github.com/droundy/internment,2024-07-01 00:00:00,2024-12-31 00:00:00,2,18
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2017-01-01 00:00:00,2017-06-30 00:00:00,0,0
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2017-07-01 00:00:00,2017-12-31 00:00:00,0,0
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2018-01-01 00:00:00,2018-06-30 00:00:00,0,0
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2018-07-01 00:00:00,2018-12-31 00:00:00,0,0
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2019-01-01 00:00:00,2019-06-30 00:00:00,1,1
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2019-07-01 00:00:00,2019-12-31 00:00:00,3,3
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2020-01-01 00:00:00,2020-06-30 00:00:00,2,4
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2020-07-01 00:00:00,2020-12-31 00:00:00,1,4
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2021-01-01 00:00:00,2021-06-30 00:00:00,2,5
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2021-07-01 00:00:00,2021-12-31 00:00:00,3,7
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2022-01-01 00:00:00,2022-06-30 00:00:00,2,7
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2022-07-01 00:00:00,2022-12-31 00:00:00,2,8
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2023-01-01 00:00:00,2023-06-30 00:00:00,2,9
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2023-07-01 00:00:00,2023-12-31 00:00:00,2,10
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2024-01-01 00:00:00,2024-06-30 00:00:00,0,10
SNYK-RUST-ABISTABLE-1079244,abi_stable_crates,https://github.com/rodrimati1992/abi_stable_crates,2024-07-01 00:00:00,2024-12-31 00:00:00,0,10
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2017-01-01 00:00:00,2017-06-30 00:00:00,3,3
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2017-07-01 00:00:00,2017-12-31 00:00:00,3,4
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2018-01-01 00:00:00,2018-06-30 00:00:00,5,7
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2018-07-01 00:00:00,2018-12-31 00:00:00,6,10
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2019-01-01 00:00:00,2019-06-30 00:00:00,3,12
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2019-07-01 00:00:00,2019-12-31 00:00:00,6,15
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2020-01-01 00:00:00,2020-06-30 00:00:00,3,17
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2020-07-01 00:00:00,2020-12-31 00:00:00,4,17
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2021-01-01 00:00:00,2021-06-30 00:00:00,4,18
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2021-07-01 00:00:00,2021-12-31 00:00:00,4,20
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2022-01-01 00:00:00,2022-06-30 00:00:00,2,20
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2022-07-01 00:00:00,2022-12-31 00:00:00,4,21
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2023-01-01 00:00:00,2023-06-30 00:00:00,2,22
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2023-07-01 00:00:00,2023-12-31 00:00:00,0,22
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2024-01-01 00:00:00,2024-06-30 00:00:00,4,23
SNYK-RUST-AV-1079237,rust-av,https://github.com/rust-av/rust-av,2024-07-01 00:00:00,2024-12-31 00:00:00,3,24
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2017-01-01 00:00:00,2017-06-30 00:00:00,10,10
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2017-07-01 00:00:00,2017-12-31 00:00:00,21,29
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2018-01-01 00:00:00,2018-06-30 00:00:00,30,53
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2018-07-01 00:00:00,2018-12-31 00:00:00,23,66
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2019-01-01 00:00:00,2019-06-30 00:00:00,23,82
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2019-07-01 00:00:00,2019-12-31 00:00:00,16,93
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2020-01-01 00:00:00,2020-06-30 00:00:00,14,103
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2020-07-01 00:00:00,2020-12-31 00:00:00,21,118
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2021-01-01 00:00:00,2021-06-30 00:00:00,19,132
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2021-07-01 00:00:00,2021-12-31 00:00:00,20,147
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2022-01-01 00:00:00,2022-06-30 00:00:00,8,152
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2022-07-01 00:00:00,2022-12-31 00:00:00,12,161
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2023-01-01 00:00:00,2023-06-30 00:00:00,14,169
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2023-07-01 00:00:00,2023-12-31 00:00:00,15,177
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2024-01-01 00:00:00,2024-06-30 00:00:00,14,186
SNYK-RUST-RANDCORE-1076585,rand,https://github.com/rust-random/rand,2024-07-01 00:00:00,2024-12-31 00:00:00,8,189
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2017-01-01 00:00:00,2017-06-30 00:00:00,0,0
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2017-07-01 00:00:00,2017-12-31 00:00:00,0,0
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2018-01-01 00:00:00,2018-06-30 00:00:00,0,0
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2018-07-01 00:00:00,2018-12-31 00:00:00,0,0
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2019-01-01 00:00:00,2019-06-30 00:00:00,0,0
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2019-07-01 00:00:00,2019-12-31 00:00:00,0,0
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2020-01-01 00:00:00,2020-06-30 00:00:00,0,0
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2020-07-01 00:00:00,2020-12-31 00:00:00,2,2
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2021-01-01 00:00:00,2021-06-30 00:00:00,2,3
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2021-07-01 00:00:00,2021-12-31 00:00:00,0,3
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2022-01-01 00:00:00,2022-06-30 00:00:00,0,3
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2022-07-01 00:00:00,2022-12-31 00:00:00,0,3
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2023-01-01 00:00:00,2023-06-30 00:00:00,0,3
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2023-07-01 00:00:00,2023-12-31 00:00:00,0,3
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2024-01-01 00:00:00,2024-06-30 00:00:00,0,3
SNYK-RUST-NBCONNECT-1076586,nb-connect,https://github.com/smol-rs/nb-connect,2024-07-01 00:00:00,2024-12-31 00:00:00,0,3
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2017-01-01 00:00:00,2017-06-30 00:00:00,0,0
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2017-07-01 00:00:00,2017-12-31 00:00:00,2,2
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2018-01-01 00:00:00,2018-06-30 00:00:00,0,2
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2018-07-01 00:00:00,2018-12-31 00:00:00,3,4
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2019-01-01 00:00:00,2019-06-30 00:00:00,2,5
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2019-07-01 00:00:00,2019-12-31 00:00:00,0,5
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2020-01-01 00:00:00,2020-06-30 00:00:00,0,5
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2020-07-01 00:00:00,2020-12-31 00:00:00,0,5
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2021-01-01 00:00:00,2021-06-30 00:00:00,0,5
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2021-07-01 00:00:00,2021-12-31 00:00:00,0,5
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2022-01-01 00:00:00,2022-06-30 00:00:00,0,5
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2022-07-01 00:00:00,2022-12-31 00:00:00,0,5
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2023-01-01 00:00:00,2023-06-30 00:00:00,0,5
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2023-07-01 00:00:00,2023-12-31 00:00:00,0,5
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2024-01-01 00:00:00,2024-06-30 00:00:00,0,5
SNYK-RUST-TOOLSHED-1066256,toolshed,https://github.com/ratel-rust/toolshed,2024-07-01 00:00:00,2024-12-31 00:00:00,0,5
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2017-01-01 00:00:00,2017-06-30 00:00:00,1,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2017-07-01 00:00:00,2017-12-31 00:00:00,0,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2018-01-01 00:00:00,2018-06-30 00:00:00,1,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2018-07-01 00:00:00,2018-12-31 00:00:00,0,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2019-01-01 00:00:00,2019-06-30 00:00:00,1,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2019-07-01 00:00:00,2019-12-31 00:00:00,0,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2020-01-01 00:00:00,2020-06-30 00:00:00,0,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2020-07-01 00:00:00,2020-12-31 00:00:00,0,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2021-01-01 00:00:00,2021-06-30 00:00:00,1,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2021-07-01 00:00:00,2021-12-31 00:00:00,0,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2022-01-01 00:00:00,2022-06-30 00:00:00,0,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2022-07-01 00:00:00,2022-12-31 00:00:00,0,1
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2023-01-01 00:00:00,2023-06-30 00:00:00,2,2
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2023-07-01 00:00:00,2023-12-31 00:00:00,1,2
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2024-01-01 00:00:00,2024-06-30 00:00:00,0,2
SNYK-RUST-MARC-1065987,rust-marc,https://github.com/blackbeam/rust-marc,2024-07-01 00:00:00,2024-12-31 00:00:00,0,2
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2017-01-01 00:00:00,2017-06-30 00:00:00,1,1
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2017-07-01 00:00:00,2017-12-31 00:00:00,1,1
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2018-01-01 00:00:00,2018-06-30 00:00:00,1,1
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2018-07-01 00:00:00,2018-12-31 00:00:00,3,3
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2019-01-01 00:00:00,2019-06-30 00:00:00,2,3
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2019-07-01 00:00:00,2019-12-31 00:00:00,2,4
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2020-01-01 00:00:00,2020-06-30 00:00:00,0,4
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2020-07-01 00:00:00,2020-12-31 00:00:00,0,4
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2021-01-01 00:00:00,2021-06-30 00:00:00,2,5
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2021-07-01 00:00:00,2021-12-31 00:00:00,0,5
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2022-01-01 00:00:00,2022-06-30 00:00:00,0,5
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2022-07-01 00:00:00,2022-12-31 00:00:00,0,5
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2023-01-01 00:00:00,2023-06-30 00:00:00,3,7
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2023-07-01 00:00:00,2023-12-31 00:00:00,2,7
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2024-01-01 00:00:00,2024-06-30 00:00:00,0,7
SNYK-RUST-CDR-1065978,cdr-rs,https://github.com/hrektts/cdr-rs,2024-07-01 00:00:00,2024-12-31 00:00:00,0,7
SNYK-RUST-BEEF-1065274,beef,https://github.com/maciejhirsz/beef,2017-01-01 00:00:00,2017-06-30 00:00:00,0,0
SNYK-RUST-BEEF-1065274,beef,https://github.com/maciejhirsz/beef,2017-07-01 00:00:00,2017-12-31 00:00:00,0,0
