REPO_NAME,GITHUB_URL,PERIOD_START,PERIOD_END,CONTRIBUTORS,CUMULATIVE_CONTRIBUTORS
GHSA-h479-2mv4-5c26,melis-front,https://github.com/melisplatform/melis-front,2021-07-01 00:00:00,2021-12-31 00:00:00,5,19
GHSA-h479-2mv4-5c26,melis-front,https://github.com/melisplatform/melis-front,2022-01-01 00:00:00,2022-06-30 00:00:00,2,19
GHSA-h479-2mv4-5c26,melis-front,https://github.com/melisplatform/melis-front,2022-07-01 00:00:00,2022-12-31 00:00:00,3,19
GHSA-h479-2mv4-5c26,melis-front,https://github.com/melisplatform/melis-front,2023-01-01 00:00:00,2023-06-30 00:00:00,1,19
GHSA-h479-2mv4-5c26,melis-front,https://github.com/melisplatform/melis-front,2023-07-01 00:00:00,2023-12-31 00:00:00,1,19
GHSA-h479-2mv4-5c26,melis-front,https://github.com/melisplatform/melis-front,2024-01-01 00:00:00,2024-06-30 00:00:00,3,20
GHSA-h479-2mv4-5c26,melis-front,https://github.com/melisplatform/melis-front,2024-07-01 00:00:00,2024-12-31 00:00:00,1,20
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2017-01-01 00:00:00,2017-06-30 00:00:00,0,0
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2017-07-01 00:00:00,2017-12-31 00:00:00,0,0
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2018-01-01 00:00:00,2018-06-30 00:00:00,0,0
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2018-07-01 00:00:00,2018-12-31 00:00:00,7,7
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2019-01-01 00:00:00,2019-06-30 00:00:00,2,8
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2019-07-01 00:00:00,2019-12-31 00:00:00,0,8
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2020-01-01 00:00:00,2020-06-30 00:00:00,4,10
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2020-07-01 00:00:00,2020-12-31 00:00:00,0,10
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2021-01-01 00:00:00,2021-06-30 00:00:00,4,11
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2021-07-01 00:00:00,2021-12-31 00:00:00,0,11
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2022-01-01 00:00:00,2022-06-30 00:00:00,0,11
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2022-07-01 00:00:00,2022-12-31 00:00:00,0,11
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2023-01-01 00:00:00,2023-06-30 00:00:00,0,11
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2023-07-01 00:00:00,2023-12-31 00:00:00,0,11
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2024-01-01 00:00:00,2024-06-30 00:00:00,0,11
GHSA-hcj4-xf6x-63wj,grunt-karma,https://github.com/karma-runner/grunt-karma,2024-07-01 00:00:00,2024-12-31 00:00:00,0,11
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2017-01-01 00:00:00,2017-06-30 00:00:00,1,1
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2017-07-01 00:00:00,2017-12-31 00:00:00,2,3
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2018-01-01 00:00:00,2018-06-30 00:00:00,1,4
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2018-07-01 00:00:00,2018-12-31 00:00:00,4,7
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2019-01-01 00:00:00,2019-06-30 00:00:00,7,10
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2019-07-01 00:00:00,2019-12-31 00:00:00,12,17
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2020-01-01 00:00:00,2020-06-30 00:00:00,17,27
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2020-07-01 00:00:00,2020-12-31 00:00:00,18,38
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2021-01-01 00:00:00,2021-06-30 00:00:00,24,53
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2021-07-01 00:00:00,2021-12-31 00:00:00,20,63
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2022-01-01 00:00:00,2022-06-30 00:00:00,18,68
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2022-07-01 00:00:00,2022-12-31 00:00:00,26,78
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2023-01-01 00:00:00,2023-06-30 00:00:00,18,84
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2023-07-01 00:00:00,2023-12-31 00:00:00,19,91
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2024-01-01 00:00:00,2024-06-30 00:00:00,11,93
GHSA-hff2-x2j9-gxgv,keylime,https://github.com/keylime/keylime,2024-07-01 00:00:00,2024-12-31 00:00:00,13,96
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2017-01-01 00:00:00,2017-06-30 00:00:00,11,11
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2017-07-01 00:00:00,2017-12-31 00:00:00,5,16
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2018-01-01 00:00:00,2018-06-30 00:00:00,0,16
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2018-07-01 00:00:00,2018-12-31 00:00:00,3,19
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2019-01-01 00:00:00,2019-06-30 00:00:00,2,20
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2019-07-01 00:00:00,2019-12-31 00:00:00,0,20
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2020-01-01 00:00:00,2020-06-30 00:00:00,4,22
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2020-07-01 00:00:00,2020-12-31 00:00:00,0,22
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2021-01-01 00:00:00,2021-06-30 00:00:00,0,22
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2021-07-01 00:00:00,2021-12-31 00:00:00,3,24
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2022-01-01 00:00:00,2022-06-30 00:00:00,2,26
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2022-07-01 00:00:00,2022-12-31 00:00:00,3,27
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2023-01-01 00:00:00,2023-06-30 00:00:00,1,27
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2023-07-01 00:00:00,2023-12-31 00:00:00,2,28
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2024-01-01 00:00:00,2024-06-30 00:00:00,3,29
GHSA-hhq3-ff78-jv3g,loader-utils,https://github.com/webpack/loader-utils,2024-07-01 00:00:00,2024-12-31 00:00:00,0,29
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2017-01-01 00:00:00,2017-06-30 00:00:00,11,11
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2017-07-01 00:00:00,2017-12-31 00:00:00,14,17
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2018-01-01 00:00:00,2018-06-30 00:00:00,20,26
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2018-07-01 00:00:00,2018-12-31 00:00:00,31,46
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2019-01-01 00:00:00,2019-06-30 00:00:00,43,69
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2019-07-01 00:00:00,2019-12-31 00:00:00,47,89
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2020-01-01 00:00:00,2020-06-30 00:00:00,49,119
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2020-07-01 00:00:00,2020-12-31 00:00:00,68,155
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2021-01-01 00:00:00,2021-06-30 00:00:00,75,187
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2021-07-01 00:00:00,2021-12-31 00:00:00,76,218
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2022-01-01 00:00:00,2022-06-30 00:00:00,82,257
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2022-07-01 00:00:00,2022-12-31 00:00:00,69,269
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2023-01-01 00:00:00,2023-06-30 00:00:00,85,302
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2023-07-01 00:00:00,2023-12-31 00:00:00,41,314
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2024-01-01 00:00:00,2024-06-30 00:00:00,43,334
GHSA-hpqj-7cj6-hfj8,cli,https://github.com/snyk/cli,2024-07-01 00:00:00,2024-12-31 00:00:00,39,344
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2017-01-01 00:00:00,2017-06-30 00:00:00,1,1
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2017-07-01 00:00:00,2017-12-31 00:00:00,0,1
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2018-01-01 00:00:00,2018-06-30 00:00:00,0,1
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2018-07-01 00:00:00,2018-12-31 00:00:00,0,1
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2019-01-01 00:00:00,2019-06-30 00:00:00,0,1
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2019-07-01 00:00:00,2019-12-31 00:00:00,1,1
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2020-01-01 00:00:00,2020-06-30 00:00:00,0,1
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2020-07-01 00:00:00,2020-12-31 00:00:00,0,1
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2021-01-01 00:00:00,2021-06-30 00:00:00,0,1
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2021-07-01 00:00:00,2021-12-31 00:00:00,0,1
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2022-01-01 00:00:00,2022-06-30 00:00:00,8,8
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2022-07-01 00:00:00,2022-12-31 00:00:00,3,10
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2023-01-01 00:00:00,2023-06-30 00:00:00,4,12
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2023-07-01 00:00:00,2023-12-31 00:00:00,2,13
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2024-01-01 00:00:00,2024-06-30 00:00:00,4,16
GHSA-f8q6-p94x-37v3,minimatch,https://github.com/isaacs/minimatch,2024-07-01 00:00:00,2024-12-31 00:00:00,1,16
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2017-01-01 00:00:00,2017-06-30 00:00:00,23,23
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2017-07-01 00:00:00,2017-12-31 00:00:00,27,43
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2018-01-01 00:00:00,2018-06-30 00:00:00,24,60
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2018-07-01 00:00:00,2018-12-31 00:00:00,19,73
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2019-01-01 00:00:00,2019-06-30 00:00:00,8,80
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2019-07-01 00:00:00,2019-12-31 00:00:00,19,95
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2020-01-01 00:00:00,2020-06-30 00:00:00,11,100
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2020-07-01 00:00:00,2020-12-31 00:00:00,2,101
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2021-01-01 00:00:00,2021-06-30 00:00:00,20,117
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2021-07-01 00:00:00,2021-12-31 00:00:00,7,121
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2022-01-01 00:00:00,2022-06-30 00:00:00,9,126
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2022-07-01 00:00:00,2022-12-31 00:00:00,10,133
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2023-01-01 00:00:00,2023-06-30 00:00:00,15,144
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2023-07-01 00:00:00,2023-12-31 00:00:00,9,147
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2024-01-01 00:00:00,2024-06-30 00:00:00,9,151
GHSA-f9f9-4r63-4qcc,gitlab-plugin,https://github.com/jenkinsci/gitlab-plugin,2024-07-01 00:00:00,2024-12-31 00:00:00,8,153
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2017-01-01 00:00:00,2017-06-30 00:00:00,2,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2017-07-01 00:00:00,2017-12-31 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2018-01-01 00:00:00,2018-06-30 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2018-07-01 00:00:00,2018-12-31 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2019-01-01 00:00:00,2019-06-30 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2019-07-01 00:00:00,2019-12-31 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2020-01-01 00:00:00,2020-06-30 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2020-07-01 00:00:00,2020-12-31 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2021-01-01 00:00:00,2021-06-30 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2021-07-01 00:00:00,2021-12-31 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2022-01-01 00:00:00,2022-06-30 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2022-07-01 00:00:00,2022-12-31 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2023-01-01 00:00:00,2023-06-30 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2023-07-01 00:00:00,2023-12-31 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2024-01-01 00:00:00,2024-06-30 00:00:00,0,2
GHSA-gmwp-3pwc-3j3g,mockery,https://github.com/mfncooper/mockery,2024-07-01 00:00:00,2024-12-31 00:00:00,0,2
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2017-01-01 00:00:00,2017-06-30 00:00:00,22,22
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2017-07-01 00:00:00,2017-12-31 00:00:00,29,40
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2018-01-01 00:00:00,2018-06-30 00:00:00,30,56
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2018-07-01 00:00:00,2018-12-31 00:00:00,26,70
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2019-01-01 00:00:00,2019-06-30 00:00:00,27,87
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2019-07-01 00:00:00,2019-12-31 00:00:00,21,98
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2020-01-01 00:00:00,2020-06-30 00:00:00,20,108
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2020-07-01 00:00:00,2020-12-31 00:00:00,28,122
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2021-01-01 00:00:00,2021-06-30 00:00:00,20,135
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2021-07-01 00:00:00,2021-12-31 00:00:00,19,142
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2022-01-01 00:00:00,2022-06-30 00:00:00,16,151
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2022-07-01 00:00:00,2022-12-31 00:00:00,14,157
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2023-01-01 00:00:00,2023-06-30 00:00:00,11,162
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2023-07-01 00:00:00,2023-12-31 00:00:00,21,176
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2024-01-01 00:00:00,2024-06-30 00:00:00,16,180
GHSA-f2rj-m42r-6jm2,skipper,https://github.com/zalando/skipper,2024-07-01 00:00:00,2024-12-31 00:00:00,12,185
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2017-01-01 00:00:00,2017-06-30 00:00:00,0,0
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2017-07-01 00:00:00,2017-12-31 00:00:00,0,0
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2018-01-01 00:00:00,2018-06-30 00:00:00,0,0
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2018-07-01 00:00:00,2018-12-31 00:00:00,0,0
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2019-01-01 00:00:00,2019-06-30 00:00:00,0,0
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2019-07-01 00:00:00,2019-12-31 00:00:00,0,0
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2020-01-01 00:00:00,2020-06-30 00:00:00,3,3
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2020-07-01 00:00:00,2020-12-31 00:00:00,40,40
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2021-01-01 00:00:00,2021-06-30 00:00:00,51,75
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2021-07-01 00:00:00,2021-12-31 00:00:00,37,101
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2022-01-01 00:00:00,2022-06-30 00:00:00,31,119
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2022-07-01 00:00:00,2022-12-31 00:00:00,25,131
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2023-01-01 00:00:00,2023-06-30 00:00:00,31,146
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2023-07-01 00:00:00,2023-12-31 00:00:00,24,157
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2024-01-01 00:00:00,2024-06-30 00:00:00,21,168
GHSA-f4p5-x4vc-mh4v,flux2,https://github.com/fluxcd/flux2,2024-07-01 00:00:00,2024-12-31 00:00:00,10,172
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2017-01-01 00:00:00,2017-06-30 00:00:00,0,0
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2017-07-01 00:00:00,2017-12-31 00:00:00,0,0
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2018-01-01 00:00:00,2018-06-30 00:00:00,3,3
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2018-07-01 00:00:00,2018-12-31 00:00:00,4,5
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2019-01-01 00:00:00,2019-06-30 00:00:00,4,7
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2019-07-01 00:00:00,2019-12-31 00:00:00,6,10
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2020-01-01 00:00:00,2020-06-30 00:00:00,7,14
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2020-07-01 00:00:00,2020-12-31 00:00:00,2,15
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2021-01-01 00:00:00,2021-06-30 00:00:00,0,15
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2021-07-01 00:00:00,2021-12-31 00:00:00,2,16
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2022-01-01 00:00:00,2022-06-30 00:00:00,2,18
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2022-07-01 00:00:00,2022-12-31 00:00:00,4,20
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2023-01-01 00:00:00,2023-06-30 00:00:00,0,20
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2023-07-01 00:00:00,2023-12-31 00:00:00,0,20
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2024-01-01 00:00:00,2024-06-30 00:00:00,2,22
GHSA-9rpw-2h95-666c,goflow,https://github.com/cloudflare/goflow,2024-07-01 00:00:00,2024-12-31 00:00:00,3,25
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2017-01-01 00:00:00,2017-06-30 00:00:00,13,13
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2017-07-01 00:00:00,2017-12-31 00:00:00,14,24
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2018-01-01 00:00:00,2018-06-30 00:00:00,8,28
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2018-07-01 00:00:00,2018-12-31 00:00:00,7,31
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2019-01-01 00:00:00,2019-06-30 00:00:00,8,37
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2019-07-01 00:00:00,2019-12-31 00:00:00,7,43
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2020-01-01 00:00:00,2020-06-30 00:00:00,6,49
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2020-07-01 00:00:00,2020-12-31 00:00:00,0,49
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2021-01-01 00:00:00,2021-06-30 00:00:00,1,50
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2021-07-01 00:00:00,2021-12-31 00:00:00,4,52
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2022-01-01 00:00:00,2022-06-30 00:00:00,7,56
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2022-07-01 00:00:00,2022-12-31 00:00:00,9,61
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2023-01-01 00:00:00,2023-06-30 00:00:00,6,65
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2023-07-01 00:00:00,2023-12-31 00:00:00,1,66
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2024-01-01 00:00:00,2024-06-30 00:00:00,4,68
GHSA-9w4g-fp9h-3q2v,flume,https://github.com/apache/flume,2024-07-01 00:00:00,2024-12-31 00:00:00,2,69
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2017-01-01 00:00:00,2017-06-30 00:00:00,0,0
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2017-07-01 00:00:00,2017-12-31 00:00:00,0,0
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2018-01-01 00:00:00,2018-06-30 00:00:00,0,0
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2018-07-01 00:00:00,2018-12-31 00:00:00,0,0
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2019-01-01 00:00:00,2019-06-30 00:00:00,0,0
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2019-07-01 00:00:00,2019-12-31 00:00:00,4,4
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2020-01-01 00:00:00,2020-06-30 00:00:00,6,9
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2020-07-01 00:00:00,2020-12-31 00:00:00,7,13
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2021-01-01 00:00:00,2021-06-30 00:00:00,7,16
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2021-07-01 00:00:00,2021-12-31 00:00:00,7,20
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2022-01-01 00:00:00,2022-06-30 00:00:00,18,35
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2022-07-01 00:00:00,2022-12-31 00:00:00,17,47
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2023-01-01 00:00:00,2023-06-30 00:00:00,17,56
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2023-07-01 00:00:00,2023-12-31 00:00:00,18,65
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2024-01-01 00:00:00,2024-06-30 00:00:00,20,79
GHSA-c33w-pm52-mqvf,frontend,https://github.com/DependencyTrack/frontend,2024-07-01 00:00:00,2024-12-31 00:00:00,14,86
