ID,Package,CWE,Date,Platform,GitHub URL,Stars,Contributors,Dependencies,Dependents
SNYK-DOTNET-MAGICKNETCORE-7856102,magick.net.core,CWE-122,1 Sep 2024,NuGet,https://github.com/dlemstra/Magick.NET,3400.0,37.0,44.0,0.0
SNYK-DOTNET-SERILOGENRICHERSCLIENTINFO-7853254,serilog.enrichers.clientinfo,CWE-348,30 Aug 2024,NuGet,https://github.com/serilog-contrib/serilog-enrichers-clientinfo,94.0,15.0,15.0,737.0
SNYK-DOTNET-RESTSHARP-7853196,restsharp,CWE-113,30 Aug 2024,NuGet,https://github.com/restsharp/RestSharp,9600.0,270.0,1220.0,73903.0
SNYK-DOTNET-UMBRACOCMSWEBCOMMON-7723923,umbraco.cms.web.common,CWE-209,25 Aug 2024,NuGet,https://github.com/umbraco/Umbraco-CMS,4400.0,655.0,513.0,2102.0
SNYK-DOTNET-MICROSOFTNETCOREAPPRUNTIMEWINX86-7678638,microsoft.netcore.app.runtime.win-x86,CWE-319,14 Aug 2024,NuGet,https://github.com/dotnet/runtime,15100.0,2298.0,738.0,147175.0
SNYK-DOTNET-MICROSOFTASPNETCOREAPPRUNTIMEWINX86-7678626,microsoft.aspnetcore.app.runtime.win-x86,CWE-400,14 Aug 2024,NuGet,https://github.com/dotnet/aspnetcore,35300.0,1283.0,1847.0,16.0
SNYK-DOTNET-DUENDEIDENTITYSERVER-7577154,duende.identityserver,CWE-601,1 Aug 2024,NuGet,https://github.com/DuendeSoftware/IdentityServer,1500.0,26.0,224.0,2139.0
SNYK-DOTNET-TGSTATIONSERVERAPI-7573298,tgstation.server.api,CWE-22,30 Jul 2024,NuGet,https://github.com/tgstation/tgstation-server,64.0,35.0,184.0,340.0
SNYK-DOTNET-CSLA-7548337,csla,CWE-22,23 Jul 2024,NuGet,https://github.com/MarimerLLC/csla,1300.0,75.0,678.0,94.0
SNYK-DOTNET-SIXLABORSIMAGESHARP-7547406,sixlabors.imagesharp,CWE-787,23 Jul 2024,NuGet,https://github.com/SixLabors/ImageSharp,7400.0,161.0,41.0,18327.0
SNYK-DOTNET-STEELTOEDISCOVERYEUREKA-7538448,steeltoe.discovery.eureka,CWE-532,18 Jul 2024,NuGet,https://github.com/SteeltoeOSS/Steeltoe,1000.0,65.0,153.0,178.0
SNYK-DOTNET-NHIBERNATE-7416902,nhibernate,CWE-89,7 Jul 2024,NuGet,https://github.com/nhibernate/nhibernate-core,2100.0,182.0,49.0,12209.0
SNYK-DOTNET-TINYMCE-7278058,tinymce,CWE-79,25 Jun 2024,NuGet,https://github.com/tinymce/tinymce,14900.0,220.0,1750.0,1312.0
SNYK-DOTNET-HANGFIRECORE-7300328,hangfire.core,CWE-284,21 Jun 2024,NuGet,https://github.com/HangfireIO/Hangfire,9400.0,154.0,120.0,10192.0
SNYK-DOTNET-NPGSQL-6825563,npgsql,CWE-89,9 May 2024,NuGet,https://github.com/npgsql/npgsql,3300.0,183.0,59.0,56057.0
SNYK-DOTNET-COREWCFNETFRAMINGBASE-6455609,corewcf.netframingbase,CWE-400,17 Mar 2024,NuGet,https://github.com/CoreWCF/CoreWCF,1600.0,79.0,212.0,274.0
SNYK-DOTNET-MICROSOFTNATIVEQUICMSQUICSCHANNEL-6438497,microsoft.native.quic.msquic.schannel,CWE-401,14 Mar 2024,NuGet,https://github.com/microsoft/msquic,4000.0,92.0,105.0,6.0
SNYK-DOTNET-MICROSOFTDATASQLCLIENT-6149434,microsoft.data.sqlclient,CWE-420,10 Jan 2024,NuGet,https://github.com/dotnet/SqlClient,842.0,79.0,82.0,0.0
SNYK-DOTNET-PETEROCBOR-6143547,petero.cbor,CWE-407,4 Jan 2024,NuGet,https://github.com/peteroupc/CBOR,203.0,6.0,34.0,224.0
SNYK-DOTNET-JELLYFINCONTROLLER-6124885,jellyfin.controller,CWE-94,14 Dec 2023,NuGet,https://github.com/jellyfin/jellyfin,33900.0,1149.0,288.0,0.0
